review_id,winery,vintage,designation,variety,score,category,title,ava,region,province,country,release_price,source,brand_id
1332,Nicolas-Jay,2019.0,,Pinot Noir,95,,Nicolas-Jay 2019 Pinot Noir Willamette Valley,Willamette Valley,,,US,$55,Wine Spectator Magazine Issue Web Only - 2022,81
1333,Archery Summit,2019.0,Renegade Ridge Vineyard,Pinot Noir,94,,Archery Summit 2019 Pinot Noir Dundee Hills Renegade Ridge Vineyard,Dundee Hills,,,US,$90,"Wine Spectator Magazine Issue Mar 31, 2022",123
1334,Beaux Frères,2019.0,Zena Crown,Pinot Noir,94,,Beaux Frères 2019 Pinot Noir Eola-Amity Hills Zena Crown,Eola-Amity Hills,,,US,$85,"Wine Spectator Magazine Issue Nov 15, 2021",0
1335,Beaux Frères,2019.0,The Beaux Frères Vineyard,Pinot Noir,94,,Beaux Frères 2019 Pinot Noir Ribbon Ridge The Beaux Frères Vineyard,Ribbon Ridge,,,US,$105,"Wine Spectator Magazine Issue Oct 31, 2021",0
1336,Beaux Frères,2019.0,The Belles Soeurs,Pinot Noir,94,,Beaux Frères 2019 Pinot Noir Ribbon Ridge The Belles Soeurs,Ribbon Ridge,,,US,$100,"Wine Spectator Magazine Issue Oct 31, 2021",0
1337,Beaux Frères,2019.0,The Upper Terrace,Pinot Noir,94,,Beaux Frères 2019 Pinot Noir Ribbon Ridge The Upper Terrace,Ribbon Ridge,,,US,$115,"Wine Spectator Magazine Issue Mar 31, 2022",0
1338,Beaux Frères,2019.0,,Pinot Noir,94,,Beaux Frères 2019 Pinot Noir Willamette Valley,Willamette Valley,,,US,$65,"Wine Spectator Magazine Issue Oct 31, 2021",0
1339,Bergström,2019.0,Winery Block,Pinot Noir,94,,Bergström 2019 Pinot Noir Chehalem Mountains Winery Block,Chehalem Mountains,,,US,$85,Wine Spectator Magazine Issue Web Only - 2021,385
1340,Bergström,2019.0,Bergström Vineyard,Pinot Noir,94,,Bergström 2019 Pinot Noir Dundee Hills Bergström Vineyard,Dundee Hills,,,US,$110,Wine Spectator Magazine Issue Web Only - 2021,385
1341,Bergström,2019.0,Temperance Hill Vineyard,Pinot Noir,94,,Bergström 2019 Pinot Noir Eola-Amity Hills Temperance Hill Vineyard,Eola-Amity Hills,,,US,$70,"Wine Spectator Magazine Issue Feb 28, 2022",385
1342,Bergström,2019.0,La Spirale,Pinot Noir,94,,Bergström 2019 Pinot Noir Ribbon Ridge La Spirale,Ribbon Ridge,,,US,$80,Wine Spectator Magazine Issue Web Only - 2021,385
1343,Bergström,2019.0,,,94,,Bergström 2019 Pinot Noir Yamhill-Carlton Gregory Ranch,,,,US,$60,Wine Spectator Magazine Issue Web Only - 2021,385
1344,Big Table Farm,2019.0,Cattrall Brothers Vineyard,Pinot Noir,94,,Big Table Farm 2019 Pinot Noir Eola-Amity Hills Cattrall Brothers Vineyard,Eola-Amity Hills,,,US,$68,"Wine Spectator Magazine Issue Mar 31, 2022",29
1345,Big Table Farm,2019.0,Pelos Sandberg Vineyard,Pinot Noir,94,,Big Table Farm 2019 Pinot Noir Eola-Amity Hills Pelos Sandberg Vineyard,Eola-Amity Hills,,,US,$64,"Wine Spectator Magazine Issue Nov 15, 2021",29
1346,Eminent Domaine,2019.0,Reserve,Pinot Noir,94,,Eminent Domaine 2019 Pinot Noir Ribbon Ridge Reserve,Ribbon Ridge,,,US,$70,"Wine Spectator Magazine Issue Mar 31, 2022",166
1347,Evening Land,2019.0,La Source Seven Springs Estate,Chardonnay,94,,Evening Land 2019 Chardonnay Eola-Amity Hills La Source Seven Springs Estate,Eola-Amity Hills,,,US,$75,"Wine Spectator Magazine Issue Aug 31, 2022",324
1348,Evening Land,2019.0,Summum Seven Springs Estate,Pinot Noir,94,,Evening Land 2019 Pinot Noir Eola-Amity Hills Summum Seven Springs Estate,Eola-Amity Hills,,,US,$100,"Wine Spectator Magazine Issue Jul 31, 2022",324
1349,Nicolas-Jay,2019.0,Nysa,Pinot Noir,94,,Nicolas-Jay 2019 Pinot Noir Dundee Hills Nysa,Dundee Hills,,,US,$90,"Wine Spectator Magazine Issue Nov 15, 2022",81
1350,Nicolas-Jay,2019.0,L'Ensemble,Pinot Noir,94,,Nicolas-Jay 2019 Pinot Noir Willamette Valley L'Ensemble,Willamette Valley,,,US,$70,Wine Spectator Magazine Issue Web Only - 2022,81
1351,Nicolas-Jay,2019.0,Own-Rooted,Pinot Noir,94,,Nicolas-Jay 2019 Pinot Noir Willamette Valley Own-Rooted,Willamette Valley,,,US,$90,Wine Spectator Magazine Issue Web Only - 2022,81
1352,Beaux Frères,2018.0,The Beaux Frères Vineyard,Pinot Noir,95,,Beaux Frères 2018 Pinot Noir Ribbon Ridge The Beaux Frères Vineyard,Ribbon Ridge,,,US,$95,"Wine Spectator Magazine Issue Jun 30, 2020",0
1353,Evening Land,2018.0,La Source Seven Springs Estate,Pinot Noir,95,,Evening Land 2018 Pinot Noir Eola-Amity Hills La Source Seven Springs Estate,Eola-Amity Hills,,,US,$75,"Wine Spectator Magazine Issue Nov 15, 2021",324
1354,Beaux Frères,2018.0,The Belles Soeurs,Pinot Noir,94,,Beaux Frères 2018 Pinot Noir Ribbon Ridge The Belles Soeurs,Ribbon Ridge,,,US,$95,"Wine Spectator Magazine Issue Oct 15, 2020",0
1355,Beaux Frères,2018.0,The Upper Terrace,Pinot Noir,94,,Beaux Frères 2018 Pinot Noir Ribbon Ridge The Upper Terrace,Ribbon Ridge,,,US,$110,"Wine Spectator Magazine Issue Feb 28, 2021",0
1356,Beaux Frères,2018.0,,Pinot Noir,94,,Beaux Frères 2018 Pinot Noir Willamette Valley,Willamette Valley,,,US,$60,"Wine Spectator Magazine Issue Sep 30, 2020",0
1357,Bergström,2018.0,Winery Block,Pinot Noir,94,,Bergström 2018 Pinot Noir Chehalem Mountains Winery Block,Chehalem Mountains,,,US,$85,"Wine Spectator Magazine Issue Nov 15, 2020",385
1358,Bergström,2018.0,Le Pré Du Col Vineyard,Pinot Noir,94,,Bergström 2018 Pinot Noir Ribbon Ridge Le Pré Du Col Vineyard,Ribbon Ridge,,,US,$80,"Wine Spectator Magazine Issue Nov 15, 2020",385
1359,Bergström,2018.0,Cumberland Reserve,Pinot Noir,94,,Bergström 2018 Pinot Noir Willamette Valley Cumberland Reserve,Willamette Valley,,,US,$42,"Wine Spectator Magazine Issue Nov 15, 2020",385
1360,Evening Land,2018.0,Summum Seven Springs Estate,Chardonnay,94,,Evening Land 2018 Chardonnay Eola-Amity Hills Summum Seven Springs Estate,Eola-Amity Hills,,,US,$100,"Wine Spectator Magazine Issue Sep 30, 2021",324
1361,Le Cadeau,2018.0,Red Label,Pinot Noir,94,,Le Cadeau 2018 Pinot Noir Willamette Valley Red Label,Willamette Valley,,,US,$40,"Wine Spectator Magazine Issue Mar 31, 2020",372
1362,Nicolas-Jay,2018.0,,Pinot Noir,94,,Nicolas-Jay 2018 Pinot Noir Willamette Valley,Willamette Valley,,,US,$55,"Wine Spectator Magazine Issue Mar 31, 2022",81
1363,Nicolas-Jay,2018.0,L'Ensemble,Pinot Noir,94,,Nicolas-Jay 2018 Pinot Noir Willamette Valley L'Ensemble,Willamette Valley,,,US,$70,"Wine Spectator Magazine Issue Mar 31, 2022",81
1364,Archery Summit,2018.0,Archer's Edge Vineyard,Pinot Noir,93,,Archery Summit 2018 Pinot Noir Dundee Hills Archer's Edge Vineyard,Dundee Hills,,,US,$90,"Wine Spectator Magazine Issue Mar 31, 2021",123
1365,Archery Summit,2018.0,Arcus Vineyard,Pinot Noir,93,,Archery Summit 2018 Pinot Noir Dundee Hills Arcus Vineyard,Dundee Hills,,,US,$125,"Wine Spectator Magazine Issue Mar 31, 2021",123
1366,Archery Summit,2018.0,Summit Vineyard,Pinot Noir,93,,Archery Summit 2018 Pinot Noir Dundee Hills Summit Vineyard,Dundee Hills,,,US,$150,"Wine Spectator Magazine Issue Mar 31, 2021",123
1367,Archery Summit,2018.0,,Pinot Noir,93,,Archery Summit 2018 Pinot Noir Willamette Valley,Willamette Valley,,,US,$45,"Wine Spectator Magazine Issue Mar 31, 2021",123
1368,Arterberry Maresh,2018.0,Maresh,Pinot Noir,93,,Arterberry Maresh 2018 Pinot Noir Dundee Hills Maresh,Dundee Hills,,,US,$59,Wine Spectator Magazine Issue Web Only - 2021,48
1369,Arterberry Maresh,2018.0,Old Vines,Pinot Noir,93,,Arterberry Maresh 2018 Pinot Noir Dundee Hills Old Vines,Dundee Hills,,,US,$39,Wine Spectator Magazine Issue Web Only - 2021,48
1370,Beaux Frères,2018.0,,Chardonnay,93,,Beaux Frères 2018 Chardonnay Willamette Valley,Willamette Valley,,,US,$85,"Wine Spectator Magazine Issue Nov 30, 2020",0
1371,Bergström,2018.0,Sigrid,Chardonnay,93,,Bergström 2018 Chardonnay Willamette Valley Sigrid,Willamette Valley,,,US,$110,"Wine Spectator Magazine Issue Mar 31, 2021",385
1372,Bergström,2018.0,Silice,Pinot Noir,93,,Bergström 2018 Pinot Noir Chehalem Mountains Silice,Chehalem Mountains,,,US,$80,"Wine Spectator Magazine Issue Nov 15, 2020",385
1373,Beaux Frères,2016.0,The Upper Terrace,Pinot Noir,96,,Beaux Frères 2016 Pinot Noir Ribbon Ridge The Upper Terrace,Ribbon Ridge,,,US,$110,"Wine Spectator Magazine Issue Oct 31, 2018",0
1374,Arterberry Maresh,2016.0,Old Vines,Pinot Noir,95,,Arterberry Maresh 2016 Pinot Noir Dundee Hills Old Vines,Dundee Hills,,,US,$45,"Wine Spectator Magazine Issue Mar 31, 2019",48
1375,Beaux Frères,2016.0,The Beaux Frères Vineyard,Pinot Noir,95,,Beaux Frères 2016 Pinot Noir Ribbon Ridge The Beaux Frères Vineyard,Ribbon Ridge,,,US,$95,"Wine Spectator Magazine Issue Aug 31, 2018",0
1376,Eminent Domaine,2016.0,Reserve,Pinot Noir,95,,Eminent Domaine 2016 Pinot Noir Ribbon Ridge Reserve,Ribbon Ridge,,,US,$65,"Wine Spectator Magazine Issue Feb 28, 2019",166
1377,Archery Summit,2016.0,Red Hills Vineyard,Pinot Noir,94,,Archery Summit 2016 Pinot Noir Dundee Hills Red Hills Vineyard,Dundee Hills,,,US,$100,"Wine Spectator Magazine Issue Feb 28, 2019",123
1378,Ayoub,2016.0,,Chardonnay,94,,Ayoub 2016 Chardonnay Dundee Hills,Dundee Hills,,,US,$48,"Wine Spectator Magazine Issue Dec 31, 2017",508
1379,Ayoub,2016.0,Anonimo Vineyard,Pinot Noir,94,,Ayoub 2016 Pinot Noir Dundee Hills Anonimo Vineyard,Dundee Hills,,,US,$55,"Wine Spectator Magazine Issue Feb 28, 2019",508
1380,Ayoub,2016.0,Estate Vineyard,Pinot Noir,94,,Ayoub 2016 Pinot Noir Dundee Hills Estate Vineyard,Dundee Hills,,,US,$65,"Wine Spectator Magazine Issue Feb 28, 2019",508
1381,Beaux Frères,2016.0,,Pinot Noir,94,,Beaux Frères 2016 Pinot Noir Willamette Valley,Willamette Valley,,,US,$60,"Wine Spectator Magazine Issue Aug 31, 2018",0
1382,Bergström,2016.0,Winery Block,Pinot Noir,94,,Bergström 2016 Pinot Noir Chehalem Mountains Winery Block,Chehalem Mountains,,,US,$185/1500ml.,"Wine Spectator Magazine Issue Oct 31, 2018",385
1383,Bergström,2016.0,Bergström Vineyard,Pinot Noir,94,,Bergström 2016 Pinot Noir Dundee Hills Bergström Vineyard,Dundee Hills,,,US,$100,"Wine Spectator Magazine Issue Oct 31, 2018",385
1384,Big Table Farm,2016.0,Earth,Pinot Noir,94,,Big Table Farm 2016 Pinot Noir Willamette Valley Earth,Willamette Valley,,,US,$105,"Wine Spectator Magazine Issue Dec 15, 2018",29
1385,Eminent Domaine,2016.0,,Pinot Noir,94,,Eminent Domaine 2016 Pinot Noir Ribbon Ridge,Ribbon Ridge,,,US,$50,"Wine Spectator Magazine Issue Feb 28, 2019",166
1386,Evening Land,2016.0,Summum Seven Springs Estate,Chardonnay,94,,Evening Land 2016 Chardonnay Eola-Amity Hills Summum Seven Springs Estate,Eola-Amity Hills,,,US,$100,"Wine Spectator Magazine Issue Dec 31, 2018",324
1387,Evening Land,2016.0,La Source Seven Springs Estate,Pinot Noir,94,,Evening Land 2016 Pinot Noir Eola-Amity Hills La Source Seven Springs Estate,Eola-Amity Hills,,,US,$75,"Wine Spectator Magazine Issue Dec 15, 2018",324
1388,Evening Land,2016.0,Seven Springs,Pinot Noir,94,,Evening Land 2016 Pinot Noir Eola-Amity Hills Seven Springs,Eola-Amity Hills,,,US,$35,"Wine Spectator Magazine Issue Dec 15, 2018",324
1389,Le Cadeau,2016.0,Côte Est,Pinot Noir,94,,Le Cadeau 2016 Pinot Noir Willamette Valley Côte Est,Willamette Valley,,,US,$50,"Wine Spectator Magazine Issue Oct 15, 2018",372
1390,Nicolas-Jay,2016.0,,Pinot Noir,94,,Nicolas-Jay 2016 Pinot Noir Willamette Valley,Willamette Valley,,,US,$65,"Wine Spectator Magazine Issue Dec 15, 2018",81
1391,Beaux Frères,2015.0,The Beaux Frères Vineyard,Pinot Noir,95,,Beaux Frères 2015 Pinot Noir Ribbon Ridge The Beaux Frères Vineyard,Ribbon Ridge,,,US,$95,"Wine Spectator Magazine Issue Nov 15, 2017",0
1392,Beaux Frères,2015.0,The Upper Terrace,Pinot Noir,95,,Beaux Frères 2015 Pinot Noir Ribbon Ridge The Upper Terrace,Ribbon Ridge,,,US,$110,"Wine Spectator Magazine Issue Nov 15, 2017",0
1393,Evening Land,2015.0,Summum Seven Springs Estate,Chardonnay,95,,Evening Land 2015 Chardonnay Eola-Amity Hills Summum Seven Springs Estate,Eola-Amity Hills,,,US,$100,"Wine Spectator Magazine Issue Dec 31, 2017",324
1394,Arterberry Maresh,2015.0,Maresh Vineyard,Pinot Noir,94,,Arterberry Maresh 2015 Pinot Noir Dundee Hills Maresh Vineyard,Dundee Hills,,,US,$65,"Wine Spectator Magazine Issue Feb 29, 2020",48
1395,Ayoub,2015.0,Estate Vineyard,Pinot Noir,94,,Ayoub 2015 Pinot Noir Dundee Hills Estate Vineyard,Dundee Hills,,,US,$65,"Wine Spectator Magazine Issue Dec 15, 2017",508
1396,Ayoub,2015.0,Memoirs,Pinot Noir,94,,Ayoub 2015 Pinot Noir Willamette Valley Memoirs,Willamette Valley,,,US,$38,"Wine Spectator Magazine Issue Dec 15, 2017",508
1397,Bergström,2015.0,Le Pré Du Col Vineyard,Pinot Noir,94,,Bergström 2015 Pinot Noir Ribbon Ridge Le Pré Du Col Vineyard,Ribbon Ridge,,,US,$70,"Wine Spectator Magazine Issue Nov 15, 2017",385
1398,Eminent Domaine,2015.0,Reserve,Pinot Noir,94,,Eminent Domaine 2015 Pinot Noir Ribbon Ridge Reserve,Ribbon Ridge,,,US,$65,"Wine Spectator Magazine Issue Sep 30, 2017",166
1399,Evening Land,2015.0,La Source Seven Springs Estate,Pinot Noir,94,,Evening Land 2015 Pinot Noir Eola-Amity Hills La Source Seven Springs Estate,Eola-Amity Hills,,,US,$75,"Wine Spectator Magazine Issue Dec 15, 2017",324
1400,Patricia Green Cellars,2015.0,Etzel Block,Pinot Noir,94,,Patricia Green 2015 Pinot Noir Ribbon Ridge Etzel Block,Ribbon Ridge,,,US,$60,"Wine Spectator Magazine Issue Sep 30, 2017",423
1401,Archery Summit,2015.0,Summit Vineyard,Pinot Noir,93,,Archery Summit 2015 Pinot Noir Dundee Hills Summit Vineyard,Dundee Hills,,,US,$150,"Wine Spectator Magazine Issue Oct 15, 2018",123
1402,Atticus,2015.0,Atticus Vineyard,Pinot Noir,93,,Atticus 2015 Pinot Noir Yamhill-Carlton District Atticus Vineyard,Yamhill-Carlton District,,,US,$46,"Wine Spectator Magazine Issue Oct 15, 2018",407
1403,Bergström,2015.0,Shea Vineyard,Pinot Noir,93,,Bergström 2015 Pinot Noir Yamhill-Carlton District Shea Vineyard,Yamhill-Carlton District,,,US,$62,"Wine Spectator Magazine Issue Oct 31, 2017",385
1404,Big Table Farm,2015.0,Earth,Pinot Noir,93,,Big Table Farm 2015 Pinot Noir Willamette Valley Earth,Willamette Valley,,,US,$105,"Wine Spectator Magazine Issue Sep 30, 2017",29
1405,Big Table Farm,2015.0,Sunnyside Vineyard,Pinot Noir,93,,Big Table Farm 2015 Pinot Noir Willamette Valley Sunnyside Vineyard,Willamette Valley,,,US,$48,"Wine Spectator Magazine Issue Feb 28, 2018",29
1406,Eminent Domaine,2015.0,,Pinot Noir,93,,Eminent Domaine 2015 Pinot Noir Ribbon Ridge,Ribbon Ridge,,,US,$46,"Wine Spectator Magazine Issue Sep 30, 2017",166
1407,Eminent Domaine,2014.0,Reserve,Pinot Noir,96,,Eminent Domaine 2014 Pinot Noir Ribbon Ridge Reserve,Ribbon Ridge,,,US,$55,"Wine Spectator Magazine Issue Oct 31, 2016",166
1408,Beaux Frères,2014.0,The Beaux Frères Vineyard,Pinot Noir,95,,Beaux Frères 2014 Pinot Noir Ribbon Ridge The Beaux Frères Vineyard,Ribbon Ridge,,,US,$90,"Wine Spectator Magazine Issue Oct 31, 2016",0
1409,Evening Land,2014.0,Summum Seven Springs Estate,Chardonnay,95,,Evening Land 2014 Chardonnay Eola-Amity Hills Summum Seven Springs Estate,Eola-Amity Hills,,,US,$100,"Wine Spectator Magazine Issue Dec 31, 2016",324
1410,Archery Summit,2014.0,Arcus Estate,Pinot Noir,94,,Archery Summit 2014 Pinot Noir Dundee Hills Arcus Estate,Dundee Hills,,,US,$125,"Wine Spectator Magazine Issue Dec 31, 2016",123
1411,Beaux Frères,2014.0,Cuvée 59 Beaux Frères Vineyard,Pinot Noir,94,,Beaux Frères 2014 Pinot Noir Ribbon Ridge Cuvée 59 Beaux Frères Vineyard,Ribbon Ridge,,,US,$125,"Wine Spectator Magazine Issue Feb 28, 2017",0
1412,Beaux Frères,2014.0,The Upper Terrace,Pinot Noir,94,,Beaux Frères 2014 Pinot Noir Ribbon Ridge The Upper Terrace,Ribbon Ridge,,,US,$100,"Wine Spectator Magazine Issue Feb 28, 2017",0
1413,Bergström,2014.0,Le Pré Du Col Vineyard,Pinot Noir,94,,Bergström 2014 Pinot Noir Ribbon Ridge Le Pré Du Col Vineyard,Ribbon Ridge,,,US,$60,"Wine Spectator Magazine Issue Dec 31, 2016",385
1414,Bergström,2014.0,Gregory Ranch,Pinot Noir,94,,Bergström 2014 Pinot Noir Yamhill-Carlton District Gregory Ranch,Yamhill-Carlton District,,,US,$62,"Wine Spectator Magazine Issue Dec 31, 2016",385
1415,Andrew Rich,2014.0,Marine Sedimentary,Pinot Noir,93,,Andrew Rich 2014 Pinot Noir Willamette Valley Marine Sedimentary,Willamette Valley,,,US,$45,"Wine Spectator Magazine Issue Mar 31, 2018",351
1416,Archery Summit,2014.0,Looney Vineyard,Pinot Noir,93,,Archery Summit 2014 Pinot Noir Ribbon Ridge Looney Vineyard,Ribbon Ridge,,,US,$85,"Wine Spectator Magazine Issue Sep 30, 2017",123
1417,Ayoub,2014.0,,Chardonnay,93,,Ayoub 2014 Chardonnay Dundee Hills,Dundee Hills,,,US,$48,"Wine Spectator Magazine Issue Dec 31, 2016",508
1418,Ayoub,2014.0,??? Vineyards,Pinot Noir,93,,Ayoub 2014 Pinot Noir Dundee Hills ??? Vineyards,Dundee Hills,,,US,$55,"Wine Spectator Magazine Issue Dec 31, 2016",508
1419,Beaux Frères,2014.0,Zena Crown,Pinot Noir,93,,Beaux Frères 2014 Pinot Noir Eola-Amity Hills Zena Crown,Eola-Amity Hills,,,US,$75,"Wine Spectator Magazine Issue Feb 28, 2017",0
1420,Bergström,2014.0,Sigrid,Chardonnay,93,,Bergström 2014 Chardonnay Willamette Valley Sigrid,Willamette Valley,,,US,$90,"Wine Spectator Magazine Issue Dec 31, 2016",385
1421,Big Table Farm,2014.0,Pelos Sandberg Vineyard,Pinot Noir,93,,Big Table Farm 2014 Pinot Noir Eola-Amity Hills Pelos Sandberg Vineyard,Eola-Amity Hills,,,US,$48,"Wine Spectator Magazine Issue Dec 31, 2016",29
1422,Big Table Farm,2014.0,Sunnyside Vineyard,Pinot Noir,93,,Big Table Farm 2014 Pinot Noir Willamette Valley Sunnyside Vineyard,Willamette Valley,,,US,$48,"Wine Spectator Magazine Issue Dec 31, 2016",29
1423,Eminent Domaine,2014.0,,Pinot Noir,93,,Eminent Domaine 2014 Pinot Noir Ribbon Ridge,Ribbon Ridge,,,US,$44,"Wine Spectator Magazine Issue Oct 31, 2016",166
1424,Evening Land,2014.0,La Source Seven Springs Estate,Pinot Noir,93,,Evening Land 2014 Pinot Noir Eola-Amity Hills La Source Seven Springs Estate,Eola-Amity Hills,,,US,$75,"Wine Spectator Magazine Issue Dec 31, 2016",324
1425,Beaux Frères,2013.0,The Upper Terrace,Pinot Noir,96,,Beaux Frères 2013 Pinot Noir Ribbon Ridge The Upper Terrace,Ribbon Ridge,,,US,$100,"Wine Spectator Magazine Issue Dec 31, 2015",0
1426,Beaux Frères,2013.0,The Beaux Frères Vineyard,Pinot Noir,95,,Beaux Frères 2013 Pinot Noir Ribbon Ridge The Beaux Frères Vineyard,Ribbon Ridge,,,US,$90,"Wine Spectator Magazine Issue Feb 29, 2016",0
1427,Bergström,2013.0,Le Pré Du Col Vineyard,Pinot Noir,95,,Bergström 2013 Pinot Noir Ribbon Ridge Le Pré Du Col Vineyard,Ribbon Ridge,,,US,$60,"Wine Spectator Magazine Issue Dec 15, 2015",385
1428,Evening Land,2013.0,Seven Springs Vineyard Summum,Chardonnay,95,,Evening Land 2013 Chardonnay Eola-Amity Hills Seven Springs Vineyard Summum,Eola-Amity Hills,,,US,$90,"Wine Spectator Magazine Issue Feb 29, 2016",324
1429,Ayoub,2013.0,,Chardonnay,94,,Ayoub 2013 Chardonnay Dundee Hills,Dundee Hills,,,US,$48,"Wine Spectator Magazine Issue Dec 31, 2015",508
1430,Big Table Farm,2013.0,Sunnyside Vineyard,Pinot Noir,94,,Big Table Farm 2013 Pinot Noir Willamette Valley Sunnyside Vineyard,Willamette Valley,,,US,$48,"Wine Spectator Magazine Issue Feb 29, 2016",29
1431,Evening Land,2013.0,Seven Springs Vineyard La Source,Chardonnay,94,,Evening Land 2013 Chardonnay Eola-Amity Hills Seven Springs Vineyard La Source,Eola-Amity Hills,,,US,$70,"Wine Spectator Magazine Issue Feb 29, 2016",324
1432,Ayoub,2013.0,Estate Vineyard,Pinot Noir,93,,Ayoub 2013 Pinot Noir Dundee Hills Estate Vineyard,Dundee Hills,,,US,$60,"Wine Spectator Magazine Issue Dec 31, 2015",508
1433,Bergström,2013.0,Winery Block,Pinot Noir,93,,Bergström 2013 Pinot Noir Chehalem Mountains Winery Block,Chehalem Mountains,,,US,$75,"Wine Spectator Magazine Issue Dec 31, 2015",385
1434,Bergström,2013.0,Bergström Vineyard,Pinot Noir,93,,Bergström 2013 Pinot Noir Dundee Hills Bergström Vineyard,Dundee Hills,,,US,$85,"Wine Spectator Magazine Issue Dec 15, 2015",385
1435,Evening Land,2013.0,Seven Springs Vineyard La Source,Pinot Noir,93,,Evening Land 2013 Pinot Noir Eola-Amity Hills Seven Springs Vineyard La Source,Eola-Amity Hills,,,US,$75,"Wine Spectator Magazine Issue Feb 29, 2016",324
1436,Beaux Frères,2013.0,Zena Crown,Pinot Noir,92,,Beaux Frères 2013 Pinot Noir Eola-Amity Hills Zena Crown,Eola-Amity Hills,,,US,$75,"Wine Spectator Magazine Issue Dec 31, 2015",0
1437,Beaux Frères,2013.0,,Pinot Noir,92,,Beaux Frères 2013 Pinot Noir Willamette Valley,Willamette Valley,,,US,$60,"Wine Spectator Magazine Issue Feb 29, 2016",0
1438,Bergström,2013.0,Sigrid,Chardonnay,92,,Bergström 2013 Chardonnay Willamette Valley Sigrid,Willamette Valley,,,US,$85,"Wine Spectator Magazine Issue Feb 29, 2016",385
1439,Bergström,2013.0,Silice,Pinot Noir,92,,Bergström 2013 Pinot Noir Chehalem Mountains Silice,Chehalem Mountains,,,US,$65,"Wine Spectator Magazine Issue Dec 15, 2015",385
1440,Bergström,2013.0,Temperance Hill Vineyard,Pinot Noir,92,,Bergström 2013 Pinot Noir Eola-Amity Hills Temperance Hill Vineyard,Eola-Amity Hills,,,US,$60,"Wine Spectator Magazine Issue Dec 31, 2015",385
1441,Big Table Farm,2013.0,Pelos Sandberg Vineyard,Pinot Noir,92,,Big Table Farm 2013 Pinot Noir Eola-Amity Hills Pelos Sandberg Vineyard,Eola-Amity Hills,,,US,$48,"Wine Spectator Magazine Issue Sep 30, 2015",29
1442,Chehalem,2013.0,Ridgecrest Vineyards,Pinot Noir,92,,Chehalem 2013 Pinot Noir Ribbon Ridge Ridgecrest Vineyards,Ribbon Ridge,,,US,$50,"Wine Spectator Magazine Issue Feb 29, 2016",38
1443,Chehalem,2013.0,Ridgecrest Vineyards Reserve,Pinot Noir,92,,Chehalem 2013 Pinot Noir Ribbon Ridge Ridgecrest Vineyards Reserve,Ribbon Ridge,,,US,$80,"Wine Spectator Magazine Issue Feb 29, 2016",38
1444,Evening Land,2013.0,Seven Springs Vineyard,Pinot Noir,92,,Evening Land 2013 Pinot Noir Eola-Amity Hills Seven Springs Vineyard,Eola-Amity Hills,,,US,$55,"Wine Spectator Magazine Issue Feb 29, 2016",324
1445,Evening Land,2012.0,Seven Springs Vineyard La Source,Pinot Noir,98,,Evening Land 2012 Pinot Noir Eola-Amity Hills Seven Springs Vineyard La Source,Eola-Amity Hills,,,US,$70,"Wine Spectator Magazine Issue Feb 28, 2015",324
1446,Beaux Frères,2012.0,The Upper Terrace,Pinot Noir,97,,Beaux Frères 2012 Pinot Noir Ribbon Ridge The Upper Terrace,Ribbon Ridge,,,US,$100,"Wine Spectator Magazine Issue Feb 28, 2015",0
1447,Evening Land,2012.0,Seven Springs Vineyard La Source,Chardonnay,96,,Evening Land 2012 Chardonnay Eola-Amity Hills Seven Springs Vineyard La Source,Eola-Amity Hills,,,US,$65,"Wine Spectator Magazine Issue Feb 28, 2015",324
1448,Evening Land,2012.0,Seven Springs Vineyard Summum,Chardonnay,96,,Evening Land 2012 Chardonnay Eola-Amity Hills Seven Springs Vineyard Summum,Eola-Amity Hills,,,US,$90,"Wine Spectator Magazine Issue Nov 30, 2014",324
1449,Evening Land,2012.0,Seven Springs Vineyard,Pinot Noir,96,,Evening Land 2012 Pinot Noir Eola-Amity Hills Seven Springs Vineyard,Eola-Amity Hills,,,US,$50,"Wine Spectator Magazine Issue Feb 28, 2015",324
1450,Beaux Frères,2012.0,The Beaux Frères Vineyard,Pinot Noir,95,,Beaux Frères 2012 Pinot Noir Ribbon Ridge The Beaux Frères Vineyard,Ribbon Ridge,,,US,$90,"Wine Spectator Magazine Issue Feb 28, 2015",0
1451,Bergström,2012.0,Winery Block,Pinot Noir,95,,Bergström 2012 Pinot Noir Chehalem Mountains Winery Block,Chehalem Mountains,,,US,$75,"Wine Spectator Magazine Issue Feb 28, 2015",385
1452,Bergström,2012.0,Bergström Vineyard,Pinot Noir,95,,Bergström 2012 Pinot Noir Dundee Hills Bergström Vineyard,Dundee Hills,,,US,$85,"Wine Spectator Magazine Issue Feb 28, 2015",385
1453,Big Table Farm,2012.0,,Chardonnay,95,,Big Table Farm 2012 Chardonnay Willamette Valley,Willamette Valley,,,US,$42,"Wine Spectator Magazine Issue Oct 15, 2014",29
1454,Big Table Farm,2012.0,,Pinot Noir,95,,Big Table Farm 2012 Pinot Noir Willamette Valley,Willamette Valley,,,US,$40,"Wine Spectator Magazine Issue Feb 28, 2015",29
1455,Archery Summit,2012.0,Archer's Edge Estate,Pinot Noir,94,,Archery Summit 2012 Pinot Noir Dundee Hills Archer's Edge Estate,Dundee Hills,,,US,$85,"Wine Spectator Magazine Issue Feb 28, 2015",123
