price,rating,bottle_name,review_link,source,Designation,Winery,Alcohol,Bottle Size,Category,Date Published,style,vintage,AVA,Region,Province,Country,Varietal
$15,86,Silvan Ridge 2006 Chardonnay (Oregon),https://www.winemag.com/buying-guide/silvan-ridge-2006-chardonnay-oregon-93167/,Wine Enthusiast,,Silvan Ridge,,750 ml,White,2/1/2009,,2006,,Oregon Other,Oregon,US,Chardonnay
$42,92,Sineann 2007 Maresh Vineyard Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/sineann-2007-maresh-vineyard-pinot-noir-willamette-valley/,Wine Enthusiast,Maresh Vineyard,Sineann,13.8%,750 ml,Red,12/31/2008,,2007,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$47,89,Le Cadeau 2006 Diversité Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/le-cadeau-2006-diversite-pinot-noir-willamette-valley/,Wine Enthusiast,Diversité,Le Cadeau,,750 ml,Red,12/31/2008,,2006,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$16,88,Ross Andrew 2007 Meadow White Wine White (Oregon),https://www.winemag.com/buying-guide/ross-andrew-2007-meadow-white-wine-other/,Wine Enthusiast,Meadow White Wine,Ross Andrew,,750 ml,White,12/31/2008,,2007,,Oregon Other,Oregon,US,White Blend
$20,87,A to Z 2007 Pinot Noir (Oregon),https://www.winemag.com/buying-guide/a-to-z-2007-pinot-noir-other/,Wine Enthusiast,,A to Z,,750 ml,Red,12/31/2008,,2007,,Oregon Other,Oregon,US,Pinot Noir
$22,86,Firesteed 2005 Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/firesteed-2005-pinot-noir-willamette-valley/,Wine Enthusiast,,Firesteed,,750 ml,Red,12/31/2008,,2005,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$15,85,Mercer 2007 Pinot Gris (Columbia Valley (WA)),https://www.winemag.com/buying-guide/mercer-2007-pinot-grigio-gris-gris-columbia-valley-wa/,Wine Enthusiast,,Mercer,,750 ml,White,12/1/2008,,2007,Columbia Valley (WA),Columbia Valley,Washington,US,Pinot Gris
$55,92,Scott Paul 2006 Audrey Pinot Noir (Dundee Hills),https://www.winemag.com/buying-guide/scott-paul-2006-audrey-pinot-noir-willamette-valley-dundee-hills/,Wine Enthusiast,Audrey,Scott Paul,,750 ml,Red,11/1/2008,,2006,Dundee Hills,Willamette Valley,Oregon,US,Pinot Noir
$85,92,Maysara 2005 Mitra Pinot Noir (McMinnville),https://www.winemag.com/buying-guide/maysara-2005-mitra-pinot-noir-willamette-valley-mcminnville/,Wine Enthusiast,Mitra,Maysara,,750 ml,Red,11/1/2008,,2005,McMinnville,Willamette Valley,Oregon,US,Pinot Noir
$16,91,Spindrift Cellars 2007 Pinot Blanc (Willamette Valley),https://www.winemag.com/buying-guide/spindrift-cellars-2007-pinot-blanc-willamette-valley/,Wine Enthusiast,,Spindrift Cellars,,750 ml,White,11/1/2008,,2007,Willamette Valley,Willamette Valley,Oregon,US,Pinot Blanc
$14,90,Spindrift Cellars 2007 Pinot Gris (Willamette Valley),https://www.winemag.com/buying-guide/spindrift-cellars-2007-pinot-grigio-gris-gris-willamette-valley/,Wine Enthusiast,,Spindrift Cellars,,750 ml,White,11/1/2008,,2007,Willamette Valley,Willamette Valley,Oregon,US,Pinot Gris
$19,89,Elk Cove 2007 Pinot Blanc (Willamette Valley),https://www.winemag.com/buying-guide/elk-cove-2007-pinot-blanc-willamette-valley/,Wine Enthusiast,,Elk Cove,,750 ml,White,11/1/2008,,2007,Willamette Valley,Willamette Valley,Oregon,US,Pinot Blanc
$17,89,Maysara 2007 Pinot Blanc (McMinnville),https://www.winemag.com/buying-guide/maysara-2007-pinot-blanc-willamette-valley-mcminnville/,Wine Enthusiast,,Maysara,,750 ml,White,11/1/2008,,2007,McMinnville,Willamette Valley,Oregon,US,Pinot Blanc
$18,88,Cathedral Ridge 2007 Riesling (Columbia Valley (OR)),https://www.winemag.com/buying-guide/cathedral-ridge-2007-riesling-other-columbia-valley-or/,Wine Enthusiast,,Cathedral Ridge,,750 ml,White,11/1/2008,,2007,Columbia Valley (OR),Oregon Other,Oregon,US,Riesling
$55,87,K Vintners 2005 En Chamberlin Vineyard El Jefe Red Red (Walla Walla Valley (WA)),https://www.winemag.com/buying-guide/k-vintners-2005-en-chamberlin-vineyard-el-jefe-red-columbia-valley-walla-walla-wa/,Wine Enthusiast,En Chamberlin Vineyard El Jefe Red,K Vintners,,750 ml,Red,11/1/2008,,2005,Walla Walla Valley (WA),Columbia Valley,Washington,US,Blend
$28,87,Rex Hill 2006 Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/rex-hill-2006-pinot-noir-willamette-valley/,Wine Enthusiast,,Rex Hill,,750 ml,Red,11/1/2008,,2006,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$20,86,A to Z 2005 Night & Day Red Wine Red (Oregon),https://www.winemag.com/buying-guide/a-to-z-2005-night-day-red-wine-other/,Wine Enthusiast,Night & Day Red Wine,A to Z,,750 ml,Red,11/1/2008,,2005,,Oregon Other,Oregon,US,Blend
$20,86,Domaine Meriwether NV Discovery Cuvée Sparkling Wine Sparkling (Oregon),https://www.winemag.com/buying-guide/domaine-meriwether-nv-discovery-cuvee-sparkling-wine-other/,Wine Enthusiast,Discovery Cuvée Sparkling Wine,Domaine Meriwether,,750 ml,Sparkling,11/1/2008,"['Sparkling Blend', ' Sparkling']",,,Oregon Other,Oregon,US,Blend
$40,86,Left Coast Cellars 2005 Suzanne's Estate Reserve Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/left-coast-cellars-2005-suzannes-estate-reserve-pinot-noir-willamette-valley/,Wine Enthusiast,Suzanne's Estate Reserve,Left Coast Cellars,,750 ml,Red,11/1/2008,,2005,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$26,85,Cathedral Ridge 2006 Pinot Noir (Columbia Valley (OR)),https://www.winemag.com/buying-guide/cathedral-ridge-2006-pinot-noir-other-columbia-valley-or/,Wine Enthusiast,,Cathedral Ridge,,750 ml,Red,11/1/2008,,2006,Columbia Valley (OR),Oregon Other,Oregon,US,Pinot Noir
$20,83,Kathken 2006 The Remedy Red Wine Red (Oregon),https://www.winemag.com/buying-guide/kathken-2006-remedy-red-wine-other/,Wine Enthusiast,The Remedy Red Wine,Kathken,,750 ml,Red,11/1/2008,,2006,,Oregon Other,Oregon,US,Blend
$18,89,Phelps Creek 2007 Unoaked Chardonnay (Columbia Gorge (OR)),https://www.winemag.com/buying-guide/phelps-creek-2007-unoaked-chardonnay-other-columbia-gorge-or/,Wine Enthusiast,Unoaked,Phelps Creek,,750 ml,White,10/1/2008,,2007,Columbia Gorge (OR),Oregon Other,Oregon,US,Chardonnay
$18,89,Viento 2007 Underwood Mountain Vineyard Grüner Veltliner (Columbia Gorge (OR)),https://www.winemag.com/buying-guide/viento-2007-underwood-mountain-vineyard-gruner-veltliner-other-columbia-gorge-or/,Wine Enthusiast,Underwood Mountain Vineyard,Viento,,750 ml,White,10/1/2008,,2007,Columbia Gorge (OR),Oregon Other,Oregon,US,Grüner Veltliner
$30,88,Erath 2006 Estate Selection Pinot Noir (Dundee Hills),https://www.winemag.com/buying-guide/erath-2006-estate-selection-pinot-noir-willamette-valley-dundee-hills/,Wine Enthusiast,Estate Selection,Erath,,750 ml,Red,10/1/2008,,2006,Dundee Hills,Willamette Valley,Oregon,US,Pinot Noir
$10,86,Rock Point NV White Wine White (Oregon),https://www.winemag.com/buying-guide/rock-point-nv-white-wine-other/,Wine Enthusiast,White Wine,Rock Point,,750 ml,White,10/1/2008,,,,Oregon Other,Oregon,US,White Blend
$16,86,Del Rio 2007 Pinot Gris (Rogue Valley),https://www.winemag.com/buying-guide/del-rio-2007-pinot-grigio-gris-gris-southern-rogue-valley/,Wine Enthusiast,,Del Rio,,750 ml,White,10/1/2008,,2007,Rogue Valley,Southern Oregon,Oregon,US,Pinot Gris
$50,85,Loring Wine Company 2006 Shea Vineyard Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/loring-wine-company-2006-shea-vineyard-pinot-noir-willamette-valley/,Wine Enthusiast,Shea Vineyard,Loring Wine Company,,750 ml,Red,10/1/2008,,2006,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$10,84,Rock Point NV River Rock Red Wine Red (Oregon),https://www.winemag.com/buying-guide/rock-point-nv-river-red-wine-other/,Wine Enthusiast,River Rock Red Wine,Rock Point,,750 ml,Red,10/1/2008,,,,Oregon Other,Oregon,US,Blend
$19,91,Elk Cove 2007 Pinot Gris (Willamette Valley),https://www.winemag.com/buying-guide/elk-cove-2007-pinot-grigio-gris-gris-willamette-valley/,Wine Enthusiast,,Elk Cove,,750 ml,White,7/1/2008,,2007,Willamette Valley,Willamette Valley,Oregon,US,Pinot Gris
$30,90,Domaine Coteau 2006 Pinot Noir (Eola-Amity Hills),https://www.winemag.com/buying-guide/domaine-coteau-2006-pinot-noir-willamette-valley-eola-amity-hills/,Wine Enthusiast,,Domaine Coteau,,750 ml,Red,7/1/2008,,2006,Eola-Amity Hills,Willamette Valley,Oregon,US,Pinot Noir
$45,90,Willamette Valley Vineyards 2006 Tualatin Estate Vineyard Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/willamette-valley-2006-tualatin-estate-vineyard-pinot-noir-willamette-valley/,Wine Enthusiast,Tualatin Estate Vineyard,Willamette Valley Vineyards,,750 ml,Red,7/1/2008,,2006,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$48,89,Pali 2006 Momtazi Vineyard Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/pali-2006-momtazi-vineyard-pinot-noir-willamette-valley/,Wine Enthusiast,Momtazi Vineyard,Pali,,750 ml,Red,7/1/2008,,2006,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$52,89,Torii Mor 2006 Dundee Hills Select Pinot Noir (Dundee Hills),https://www.winemag.com/buying-guide/torii-mor-2006-dundee-hills-select-pinot-noir-willamette-valley-dundee-hills/,Wine Enthusiast,Dundee Hills Select,Torii Mor,,750 ml,Red,7/1/2008,,2006,Dundee Hills,Willamette Valley,Oregon,US,Pinot Noir
$25,89,Soléna 2005 Grande Cuvée Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/solena-2005-grande-cuvee-pinot-noir-willamette-valley/,Wine Enthusiast,Grande Cuvée,Soléna,,750 ml,Red,7/1/2008,,2005,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$15,89,O'Reilly's 2006 Pinot Noir (Oregon),https://www.winemag.com/buying-guide/oreillys-2006-pinot-noir-other/,Wine Enthusiast,,O'Reilly's,,750 ml,Red,7/1/2008,,2006,,Oregon Other,Oregon,US,Pinot Noir
$24,88,Sineann 2006 Abondante Red Wine Red (Oregon),https://www.winemag.com/buying-guide/sineann-2006-abondante-red-wine-other/,Wine Enthusiast,Abondante Red Wine,Sineann,,750 ml,Red,7/1/2008,,2006,,Oregon Other,Oregon,US,Blend
$16,88,Sineann 2006 Red Table Wine Red (Oregon),https://www.winemag.com/buying-guide/sineann-2006-red-table-wine-other/,Wine Enthusiast,Red Table Wine,Sineann,,750 ml,Red,7/1/2008,,2006,,Oregon Other,Oregon,US,Blend
$64,93,Sineann 2006 Lazare Vineyards Cabernet Sauvignon (Napa Valley),https://www.winemag.com/buying-guide/sineann-2006-lazare-cabernet-sauvignon-napa-valley/,Wine Enthusiast,Lazare Vineyards,Sineann,15.4%,750 ml,Red,6/1/2008,,2006,Napa Valley,Napa,California,US,Cabernet Sauvignon
$16,90,A to Z 2006 Chardonnay (Oregon),https://www.winemag.com/buying-guide/a-to-z-2006-chardonnay-other/,Wine Enthusiast,,A to Z,,750 ml,White,4/1/2008,,2006,,Oregon Other,Oregon,US,Chardonnay
$20,88,A to Z 2004 Night & Day Red Wine Red (Oregon),https://www.winemag.com/buying-guide/a-to-z-2004-night-day-red-wine-other/,Wine Enthusiast,Night & Day Red Wine,A to Z,,750 ml,Red,4/1/2008,,2004,,Oregon Other,Oregon,US,Blend
$29,88,King Estate 2006 Signature Collection Pinot Noir (Oregon),https://www.winemag.com/buying-guide/king-estate-2006-signature-collection-pinot-noir-other/,Wine Enthusiast,Signature Collection,King Estate,,750 ml,Red,4/1/2008,,2006,,Oregon Other,Oregon,US,Pinot Noir
$13,86,A to Z 2006 Rosé (Oregon),https://www.winemag.com/buying-guide/a-to-z-2006-rose-other/,Wine Enthusiast,,A to Z,,750 ml,Rose,4/1/2008,,2006,,Oregon Other,Oregon,US,Sangiovese
$35,86,Capitello 2005 Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/capitello-2005-pinot-noir-willamette-valley/,Wine Enthusiast,,Capitello,,750 ml,Red,4/1/2008,,2005,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$48,94,Sineann 2006 Resonance Vineyard Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/sineann-2006-resonance-vineyard-pinot-noir-willamette-valley/,Wine Enthusiast,Resonance Vineyard,Sineann,,750 ml,Red,2/1/2008,,2006,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$44,92,Chehalem 2005 Corral Creek Vineyard Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/chehalem-2005-corral-creek-vineyard-pinot-noir-willamette-valley/,Wine Enthusiast,Corral Creek Vineyard,Chehalem,,750 ml,Red,2/1/2008,,2005,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$35,88,I'M 2005 Oregon Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/im-2005-oregon-pinot-noir-willamette-valley/,Wine Enthusiast,Oregon,I'M,,750 ml,Red,2/1/2008,,2005,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$16,88,Del Rio 2006 Pinot Gris (Rogue Valley),https://www.winemag.com/buying-guide/del-rio-2006-pinot-grigio-gris-gris-southern-rogue-valley/,Wine Enthusiast,,Del Rio,,750 ml,White,2/1/2008,,2006,Rogue Valley,Southern Oregon,Oregon,US,Pinot Gris
$36,88,Tyrus Evan 2005 Del Rio Vineyard Syrah (Rogue Valley),https://www.winemag.com/buying-guide/tyrus-evan-2005-rio-vineyard-shiraz-syrah-syrah-southern-rogue-valley/,Wine Enthusiast,Del Rio Vineyard,Tyrus Evan,,750 ml,Red,2/1/2008,,2005,Rogue Valley,Southern Oregon,Oregon,US,Syrah
$19,87,Siduri 2006 Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/siduri-2006-pinot-noir-willamette-valley/,Wine Enthusiast,,Siduri,,750 ml,Red,2/1/2008,,2006,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$16,86,Evergreen 2006 Spruce Goose Pinot Gris (Willamette Valley),https://www.winemag.com/buying-guide/evergreen-2006-spruce-goose-pinot-grigio-gris-gris-willamette-valley/,Wine Enthusiast,Spruce Goose,Evergreen,,750 ml,White,2/1/2008,,2006,Willamette Valley,Willamette Valley,Oregon,US,Pinot Gris
$12,86,Oak Knoll 2006 Pinot Gris (Willamette Valley),https://www.winemag.com/buying-guide/oak-knoll-2006-pinot-grigio-gris-gris-willamette-valley/,Wine Enthusiast,,Oak Knoll,,750 ml,White,2/1/2008,,2006,Willamette Valley,Willamette Valley,Oregon,US,Pinot Gris
$36,92,Sineann 2005 Merlot (Columbia Valley (WA)),https://www.winemag.com/buying-guide/sineann-2005-merlot-columbia-valley-wa/,Wine Enthusiast,,Sineann,,750 ml,Red,12/31/2007,,2005,Columbia Valley (WA),Columbia Valley,Washington,US,Merlot
$65,91,Torii Mor 2005 Olson Vineyard Pinot Noir (Dundee Hills),https://www.winemag.com/buying-guide/torii-mor-2005-olson-vineyard-pinot-noir-willamette-valley-dundee-hills/,Wine Enthusiast,Olson Vineyard,Torii Mor,,750 ml,Red,11/1/2007,,2005,Dundee Hills,Willamette Valley,Oregon,US,Pinot Noir
$75,90,Domaine Serene 2004 Jerusalem Hill Vineyard Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/domaine-serene-2004-jerusalem-hill-vineyard-pinot-noir-willamette-valley/,Wine Enthusiast,Jerusalem Hill Vineyard,Domaine Serene,,750 ml,Red,11/1/2007,,2004,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$36,89,WillaKenzie Estate 2004 Aliette Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/willakenzie-estate-2004-aliette-pinot-noir-willamette-valley/,Wine Enthusiast,Aliette,WillaKenzie Estate,,750 ml,Red,11/1/2007,,2004,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$30,88,Erath 2005 Estate Selection Pinot Noir (Dundee Hills),https://www.winemag.com/buying-guide/erath-2005-estate-selection-pinot-noir-willamette-valley-dundee-hills/,Wine Enthusiast,Estate Selection,Erath,,750 ml,Red,11/1/2007,,2005,Dundee Hills,Willamette Valley,Oregon,US,Pinot Noir
$25,88,Coelho 2005 Paciência Pinot Noir (Oregon),https://www.winemag.com/buying-guide/coelho-2005-paciencia-pinot-noir-other/,Wine Enthusiast,Paciência,Coelho,13.5%,750 ml,Red,11/1/2007,,2005,,Oregon Other,Oregon,US,Pinot Noir
$18,88,Abacela 2005 Merlot (Southern Oregon),https://www.winemag.com/buying-guide/abacela-2005-merlot-southern/,Wine Enthusiast,,Abacela,,750 ml,Red,11/1/2007,,2005,,Southern Oregon,Oregon,US,Merlot
$24,88,Eola Hills 2005 La Creole Reserve Pinot Noir (Oregon),https://www.winemag.com/buying-guide/eola-hills-2005-creole-reserve-pinot-noir-other/,Wine Enthusiast,La Creole Reserve,Eola Hills,,750 ml,Red,11/1/2007,,2005,,Oregon Other,Oregon,US,Pinot Noir
$16,87,Sineann 2005 Red Table Wine Red (Oregon),https://www.winemag.com/buying-guide/sineann-2005-red-table-wine-other/,Wine Enthusiast,Red Table Wine,Sineann,,750 ml,Red,11/1/2007,,2005,,Oregon Other,Oregon,US,Blend
$14,87,Firesteed 2005 Pinot Noir (Oregon),https://www.winemag.com/buying-guide/firesteed-2005-pinot-noir-other/,Wine Enthusiast,,Firesteed,,750 ml,Red,11/1/2007,,2005,,Oregon Other,Oregon,US,Pinot Noir
$23,87,WillaKenzie Estate 2005 Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/willakenzie-estate-2005-pinot-noir-willamette-valley/,Wine Enthusiast,,WillaKenzie Estate,,750 ml,Red,11/1/2007,,2005,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$13,87,Cayalla 2005 RTW Red (Columbia Valley (WA)),https://www.winemag.com/buying-guide/cayalla-2005-rtw-red-columbia-valley-wa/,Wine Enthusiast,RTW,Cayalla,,750 ml,Red,11/1/2007,,2005,Columbia Valley (WA),Columbia Valley,Washington,US,Blend
$12,87,Willamette Valley Vineyards 2006 Riesling (Oregon),https://www.winemag.com/buying-guide/willamette-valley-2006-riesling-other/,Wine Enthusiast,,Willamette Valley Vineyards,,750 ml,White,11/1/2007,,2006,,Oregon Other,Oregon,US,Riesling
$14,86,Erath 2006 Pinot Gris (Oregon),https://www.winemag.com/buying-guide/erath-2006-pinot-grigio-gris-gris-other/,Wine Enthusiast,,Erath,,750 ml,White,11/1/2007,,2006,,Oregon Other,Oregon,US,Pinot Gris
$65,86,Dobbes Family Estate 2005 Meyer Vineyard Pinot Noir (Dundee Hills),https://www.winemag.com/buying-guide/dobbes-family-estate-2005-meyer-vineyard-pinot-noir-willamette-valley-dundee-hills/,Wine Enthusiast,Meyer Vineyard,Dobbes Family Estate,,750 ml,Red,11/1/2007,,2005,Dundee Hills,Willamette Valley,Oregon,US,Pinot Noir
$10,85,Bridgeview 2006 Blue Moon Riesling (Oregon),https://www.winemag.com/buying-guide/bridgeview-2006-blue-moon-riesling-other/,Wine Enthusiast,Blue Moon,Bridgeview,,750 ml,White,11/1/2007,,2006,,Oregon Other,Oregon,US,Riesling
$20,84,Airlie 2005 Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/airlie-2005-pinot-noir-willamette-valley/,Wine Enthusiast,,Airlie,,750 ml,White,11/1/2007,,2005,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$29,84,Cherry Hill 2005 Estate Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/cherry-hill-2005-estate-pinot-noir-willamette-valley/,Wine Enthusiast,Estate,Cherry Hill,,750 ml,Red,11/1/2007,,2005,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$12,82,Château Bianca 2006 Pinot Gris (Willamette Valley),https://www.winemag.com/buying-guide/chateau-bianca-2006-pinot-grigio-gris-gris-willamette-valley/,Wine Enthusiast,,Château Bianca,,750 ml,White,11/1/2007,,2006,Willamette Valley,Willamette Valley,Oregon,US,Pinot Gris
$20,81,Melrose 2004 Merlot (Umpqua Valley),https://www.winemag.com/buying-guide/melrose-2004-merlot-southern-umpqua-valley/,Wine Enthusiast,,Melrose,,750 ml,Red,11/1/2007,,2004,Umpqua Valley,Southern Oregon,Oregon,US,Merlot
$20,84,Spangler Vineyards 2005 Merlot (Southern Oregon),https://www.winemag.com/buying-guide/spangler-vineyards-2005-merlot-southern/,Wine Enthusiast,,Spangler Vineyards,,750 ml,Red,7/1/2007,,2005,,Southern Oregon,Oregon,US,Merlot
$39,92,Carabella 2004 Estate Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/carabella-2004-estate-pinot-noir-willamette-valley/,Wine Enthusiast,Estate,Carabella,,750 ml,Red,4/1/2007,,2004,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$23,90,Ponzi 2005 Tavola Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/ponzi-2005-tavola-pinot-noir-willamette-valley/,Wine Enthusiast,Tavola,Ponzi,,750 ml,Red,4/1/2007,,2005,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$19,89,Abacela 2004 Merlot (Southern Oregon),https://www.winemag.com/buying-guide/abacela-2004-merlot-southern/,Wine Enthusiast,,Abacela,,750 ml,Red,4/1/2007,,2004,,Southern Oregon,Oregon,US,Merlot
$45,89,Le Cadeau 2004 Rocheux Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/le-cadeau-2004-rocheux-pinot-noir-willamette-valley/,Wine Enthusiast,Rocheux,Le Cadeau,,750 ml,Red,4/1/2007,,2004,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$24,89,Eola Hills 2004 Reserve Pinot Noir (Oregon),https://www.winemag.com/buying-guide/eola-hills-2004-reserve-pinot-noir-other/,Wine Enthusiast,Reserve,Eola Hills,,750 ml,Red,4/1/2007,,2004,,Oregon Other,Oregon,US,Pinot Noir
$24,88,Abacela 2005 Grenache (Southern Oregon),https://www.winemag.com/buying-guide/abacela-2005-grenache-southern/,Wine Enthusiast,,Abacela,,750 ml,Red,4/1/2007,,2005,,Southern Oregon,Oregon,US,Grenache
$18,87,Dobbes Family Estate 2005 Pinot Noir (Oregon),https://www.winemag.com/buying-guide/dobbes-family-estate-2005-pinot-noir-other/,Wine Enthusiast,,Dobbes Family Estate,13.5%,750 ml,Red,4/1/2007,,2005,,Oregon Other,Oregon,US,Pinot Noir
$32,85,Montinore 2004 Parson's Ridge Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/montinore-2004-parsons-ridge-pinot-noir-willamette-valley/,Wine Enthusiast,Parson's Ridge,Montinore,,750 ml,Red,4/1/2007,,2004,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$26,86,Lowden Hills 2003 Birch Creel Cabernet Sauvignon (Walla Walla Valley (WA)),https://www.winemag.com/buying-guide/lowden-hills-2003-birch-creel-cabernet-sauvignon-columbia-valley-walla-walla-wa/,Wine Enthusiast,Birch Creel,Lowden Hills,13.8%,750 ml,Red,3/1/2007,,2003,Walla Walla Valley (WA),Columbia Valley,Washington,US,Cabernet Sauvignon
$16,88,King Estate 2004 Pinot Gris (Oregon),https://www.winemag.com/buying-guide/king-estate-2004-pinot-gris-oregon-65916/,Wine Enthusiast,,King Estate,,750 ml,White,2/1/2007,,2004,,Oregon Other,Oregon,US,Pinot Gris
$34,88,De Ponte Cellars 2004 Pinot Noir (Dundee Hills),https://www.winemag.com/buying-guide/ponte-cellars-2004-pinot-noir-willamette-valley-dundee-hills/,Wine Enthusiast,,De Ponte Cellars,,750 ml,Red,2/1/2007,,2004,Dundee Hills,Willamette Valley,Oregon,US,Pinot Noir
$30,87,Patton Valley 2004 Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/patton-valley-2004-pinot-noir-willamette-valley/,Wine Enthusiast,,Patton Valley,,750 ml,Red,2/1/2007,,2004,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$26,86,King Estate 2004 Pinot Noir (Oregon),https://www.winemag.com/buying-guide/king-estate-2004-pinot-noir-other/,Wine Enthusiast,,King Estate,,750 ml,Red,2/1/2007,,2004,,Oregon Other,Oregon,US,Pinot Noir
$29,85,Anam Cara 2004 Nicholas Estate Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/anam-cara-2004-nicholas-estate-pinot-noir-willamette-valley/,Wine Enthusiast,Nicholas Estate,Anam Cara,,750 ml,Red,2/1/2007,,2004,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$30,88,Sineann 2005 Pinot Noir (Oregon),https://www.winemag.com/buying-guide/sineann-2005-pinot-noir-other/,Wine Enthusiast,,Sineann,,750 ml,Red,1/1/2007,,2005,,Oregon Other,Oregon,US,Pinot Noir
$16,87,Andrew Rich 2004 Red (Columbia Valley (WA)),https://www.winemag.com/buying-guide/andrew-rich-2004-red-columbia-valley-wa/,Wine Enthusiast,,Andrew Rich,,750 ml,Red,12/31/2006,,2004,Columbia Valley (WA),Columbia Valley,Washington,US,Blend
$49,94,Rex Hill 2004 Maresh Vineyard Pinot Noir (Oregon),https://www.winemag.com/buying-guide/rex-hill-2004-maresh-vineyard-pinot-noir-other/,Wine Enthusiast,Maresh Vineyard,Rex Hill,,750 ml,Red,12/1/2006,,2004,,Oregon Other,Oregon,US,Pinot Noir
$75,94,Rex Hill 2004 Maresh Vineyard Loie's Block Pinot Noir (Oregon),https://www.winemag.com/buying-guide/rex-hill-2004-maresh-vineyard-loies-block-pinot-noir-other/,Wine Enthusiast,Maresh Vineyard Loie's Block,Rex Hill,,750 ml,Red,12/1/2006,,2004,,Oregon Other,Oregon,US,Pinot Noir
$49,92,Rex Hill 2004 Jacob-Hart Vineyard Pinot Noir (Oregon),https://www.winemag.com/buying-guide/rex-hill-2004-jacob-hart-vineyard-pinot-noir-other/,Wine Enthusiast,Jacob-Hart Vineyard,Rex Hill,,750 ml,Red,12/1/2006,,2004,,Oregon Other,Oregon,US,Pinot Noir
$35,90,Scott Paul 2004 La Paulée Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/scott-paul-2004-paulee-pinot-noir-willamette-valley/,Wine Enthusiast,La Paulée,Scott Paul,,750 ml,Red,12/1/2006,,2004,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$23,89,Abacela 2005 Albariño (Southern Oregon),https://www.winemag.com/buying-guide/abacela-2005-albarino-southern/,Wine Enthusiast,,Abacela,,750 ml,White,12/1/2006,,2005,,Southern Oregon,Oregon,US,Albariño
$25,89,Abacela 2003 Syrah (Southern Oregon),https://www.winemag.com/buying-guide/abacela-2003-shiraz-syrah-syrah-southern/,Wine Enthusiast,,Abacela,,750 ml,Red,12/1/2006,,2003,,Southern Oregon,Oregon,US,Syrah
$17,88,Ponzi 2005 Pinot Blanc (Willamette Valley),https://www.winemag.com/buying-guide/ponzi-2005-pinot-blanc-willamette-valley/,Wine Enthusiast,,Ponzi,,750 ml,White,12/1/2006,,2005,Willamette Valley,Willamette Valley,Oregon,US,Pinot Blanc
