author_name,author_url,language,original_language,profile_photo_url,rating,relative_time_description,text,time,translated,place_id
John Dong,https://www.google.com/maps/contrib/100170283097831649270/reviews,,,https://lh3.googleusercontent.com/a/ALm5wu0sMlcClwWvOAJSCvYcVRjzmGWUHxXA6rrddFVG=s128-c0x00000000-cc-rp-mo,5,a year ago,,1630803895,False,ChIJAc2S3ARBlVQR2AN-m1_KbnM
Ariel Skinner,https://www.google.com/maps/contrib/103061570545507739471/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu0qYhxnbxcTvhE5heectf4WVHWIZztbdIPFCBaf=s128-c0x00000000-cc-rp-mo,5,7 months ago,"I had such a fantastic experience here! I had something happen today that kind of ruined my day, but I decided to come here on a whim and I'm so so glad I did. It turned my whole day around. The lovely ladies working were so warm, friendly, and hospitable. Honestly, the wine could have tasted like garbage and I still would have enjoyed myself. Luckily the wine was wonderful as well. The view can't be best either. It proved a great place to relax and read a book. I'll definitely be back.",1648617125,False,ChIJlzpaZkMPllQR4HWKqYGmRk4
Erika Yahn,https://www.google.com/maps/contrib/118386143328577797674/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu1n-y_AXDD-UJD3a1wob1quXC7RBcfE5HcEeN0U=s128-c0x00000000-cc-rp-mo,5,a year ago,"We had a wonderful time, Big Red was a great host! We can't wait to come back in the summer",1616694324,False,ChIJryQDAius6lQR_vPySzU0INE
Alex M,https://www.google.com/maps/contrib/109567931512647195805/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu38TdNcFz8tpRANUE9e56l5S4BJrAPnDr04QyX5=s128-c0x00000000-cc-rp-mo,5,a year ago,"While it's not on every internet shortlist of best Willamette valley producers, Patricia Green should be. If you ask locals in the industry where you should taste for sheer quality, this is a go to. Happy to say the hospitality matched the reputation of the wines. Very covid safe, lovely view, and attentive hosts. Don't sleep on the library collection! They are offering some old vintages at great prices.",1634529860,False,ChIJ6UzcTao_lVQRqtJ7wRXAliE
Daniel McDermott,https://www.google.com/maps/contrib/100572856058991596477/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu1c7Oszsk0X-jYPtTK-ttFnxkUCr3bkflpMO687=s128-c0x00000000-cc-rp-mo-ba2,5,a month ago,"Fun, friendly staff. Delicious Italian varietals",1664221898,False,ChIJ5ZhAntIRllQRI-sBmQwxJUI
Brianna Staubo,https://www.google.com/maps/contrib/108658818030829065411/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu9yX74flslIZijaEPDWstF-u6EO0WH4_sXxltZm1g=s128-c0x00000000-cc-rp-mo-ba4,1,6 months ago,"The service was non-existant during our tasting. We had a reservation, and the only time we saw a staff member was checking in and paying. We weren't given any information on the winery, the wine, and she never checked on us. Unfortunately, since we also did not like the red flight, this place was a complete miss.",1651520302,False,ChIJW7FbGmNqolQRqZPGQPoIHxU
AJ Hermandorfer,https://www.google.com/maps/contrib/103800938983749544320/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu_lMsVHlxGP-2u2kpQvrvnjdRwP2AzRWA_v8fEF=s128-c0x00000000-cc-rp-mo,5,4 years ago,This was by far our favorite tasting room in the Mcminnville area. Ben was a phenomenal host and made the entire experience so great. He let us taste a wide variety of wines while doing an excellent job answering all of our questions. Great wine with a very welcoming tasting room.,1533068850,False,ChIJ8aRHHMNIlVQRQnGaf0_Goq8
galby68,https://www.google.com/maps/contrib/113970663104612387764/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu9lbivydBXHH8QO2Ex-Ah2Vhxbyc_3sx4vz2hof2w=s128-c0x00000000-cc-rp-mo-ba4,5,3 months ago,"Hottest day of the year (at that point)?
Sure, I’ll sit outside for a flight of wine!
I was a guest of a member and it was an experience that made me weight joining up myself…and I live 3 hours away!
The wine was great!  The service was attentive enough and knowledgeable without detracting from my visit with the members that invited me.  Just what I want when trying new wines: enough time to get the story and then enjoy the wine.  Too many wineries are too busy to take that time, so this stands out.",1659628314,False,ChIJAUHFvzLGuFQRqIyCskVir5c
Jack Dalton,https://www.google.com/maps/contrib/101349987596180614539/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu91aJ0EzVvJ44GCf1uLaY96BhtjifdQ13l4K7cccg=s128-c0x00000000-cc-rp-mo-ba3,5,2 years ago,"Great fun and the staff has provided a wonderful space to enjoy and learn about wine. Evan recently during the coronavirus restrictions, Carrie and staff have put together a very enjoyable experience. Looking for ward to more!",1597628534,False,ChIJWe1l5lsKlVQR-aoZJyPoWqg
Elizabeth Case,https://www.google.com/maps/contrib/107529030622031025305/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu82AQ1tI4saCnKCdb7BRkPpknXRJ_d8TcXoVm2AoQ=s128-c0x00000000-cc-rp-mo,5,5 years ago,"I love Dion Vineyard! They make amazing wines (oh that rose...) and are fun and friendly, even their pup Choco! The vineyard is a great space to walk around with a glass of wine and the patio is perfect on a sunny afternoon.",1495657233,False,ChIJ8_N1cNUQlVQRSYyiE3YAxAU
Lisa Ursino,https://www.google.com/maps/contrib/101442438354922634171/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu-4uOOQ7xkTwSyqLSKJHxXBQHY440Mv5pV3tSJ8lg=s128-c0x00000000-cc-rp-mo-ba3,5,a month ago,Fun place! Great variety of red wines. I really enjoyed the man behind the bar.   He told us good places to eat and was hilarious!,1663431495,False,ChIJbwjNS9FBlVQRMZj7tyI60UY
Bryan Mullaney,https://www.google.com/maps/contrib/113343057713707125254/reviews,,,https://lh3.googleusercontent.com/a-/ACNPEu-N1MoMDNUGR8_mgUn-eTsPRtCBq_H0fb0BeJ138Q=s128-c0x00000000-cc-rp-mo,1,5 years ago,,1506201830,False,ChIJS9A__pLyxVQR2k7Wyo501CU
Walter Smith,https://www.google.com/maps/contrib/109461310026838108768/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu9SxeyO4oTuRjX9lfduv2ZExmATH6mtp6Q8oaxVXw=s128-c0x00000000-cc-rp-mo,5,3 weeks ago,Fantastic wine tasting with Sara. As an FYI they do not require proof of vaccination. So those are older reviews. Beautiful views while having a great selection of wines as Sara provided a history of the winery and of each tasting. Excellent burrata dish and an all around enjoyable day at Adelsheim.,1665609794,False,ChIJIz-YbpM_lVQRexwuDEhzCB0
Carla Parker,https://www.google.com/maps/contrib/118217704721427789441/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu9s9OOquQFJF-9oclvC4zG-xu3klyt700vLOp3Vog=s128-c0x00000000-cc-rp-mo,5,a month ago,"My husband Bill and I spent a wonderful afternoon at Coleman Vineyard.  We live in Newberg, so we have many options for wine tasting, and we like to go to ones we have not visited before.  Melissa and Crystal were friendly, knowledgable and provided us not only with beautiful wines, but a great experience as well.",1663457616,False,ChIJi6-To2qz6lQRJcTvgR1aSys
Nolan,https://www.google.com/maps/contrib/113780333528153985383/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu0VM6qLZw7CDehLQOEol7vAE8y1Wl-CODFSd1VP=s128-c0x00000000-cc-rp-mo-ba4,5,11 months ago,"The hosts were not only gracious, but generous as well. Their 2015 Late Harvest red wine, more of a dessert one, is absolutely delicious and well worth a try.",1637963842,False,ChIJr2rBVrMNkFQRLRVqyo0YQ84
Tammy Jenness,https://www.google.com/maps/contrib/103214777339924125238/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu050KszxiJZ5yZGGFLnRlfgj08XPXQaxgmCKoGL=s128-c0x00000000-cc-rp-mo,4,3 months ago,Stopped by White Rose Winery Sunday 7/17/2022. This was my first time there. They are a small production which use whole clusters for their Pinot Noir wine. I was very impressed with the wine. The tasting included 3 selections healthy size pour and after visiting with the server he poured a 4th wine for us to try. The inside was small and dark but very nice they have a beautiful view outside tables. And was told they have a basement area for larger groups. I recommend this one the experience was good and the staff super friendly and knowledgeable.,1658260842,False,ChIJycscKsxGlVQRImdkggvMr0Y
Heidi Haslip,https://www.google.com/maps/contrib/117984295878125839082/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu92c_M_EZdYEAp6ORCM7RZ015ddkm3QCfkdcswyhA=s128-c0x00000000-cc-rp-mo-ba4,5,8 months ago,"Recently went to Barking Frog for dinner to celebrate a friend's birthday. All of the food was fantastic! I ordered the beef tartare (first time ever trying) and absolutely loved it. Can't wait to have it again in the future. I ordered the duck entree. The duck was cooked perfectly. I will say, I was expecting something more for the ""root vegetables"". It appeared to be a side of cauliflower rice and three pieces of turnips. I also ordered a side of ravioli. 100% would pay $28 again for a side of that ravioli, it was incredible! The bread service was also good.

The staff and service was excellent! I definitely plan to go back in the future.",1646195301,False,ChIJlZKpYLQNkFQRo7gcCmOWs9U
Russ Trainor,https://www.google.com/maps/contrib/110514537769849335134/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu98rrnsIi065cBKEvhYQvaEhMNoyAHAGIliwTt4uw=s128-c0x00000000-cc-rp-mo,5,a year ago,Trinity along with Steve and his bride and staff were fantastic. We had a nice experience meeting Gillian on Monday and then went back on Saturday afternoon/evening for the event.  They of course has great wines and the foodology Food Truck which was great. They also had a couple of brews on tap which I thought was fantastic. Steve and his crew were great hosts and made us feel right at home. I wish we would have had more time yesterday but had to head on home.  We will be back!!!,1626031705,False,ChIJQyL0UGwGwFQRQtDrFihiRFc
Lydia Shute-Moriarty,https://www.google.com/maps/contrib/107817847146201799239/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu_7Aj2kS6ZVwcxMUv-xyq1P9K1oQ99iIMNv1izVNg=s128-c0x00000000-cc-rp-mo,5,5 years ago,"I have nothing but positive things to say about this place! First of all, Ernie & Dena are extremely knowledgeable about their wines & are happy to talk with you about them. They don't open very often for tastings, and their tasting room is essentially in the cellar, but the wines are so amazing I barely noticed. It's a hidden gem. Highly recommend going in when they open for tastings!",1503090003,False,ChIJYSRNsDsdwFQRt0vCXZNq3lw
Leah Psiropoulos,https://www.google.com/maps/contrib/108946021571706143413/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu_UCxXhnawL8Or8Nk5MNJbtqZXw5l_8QapN0hi9=s128-c0x00000000-cc-rp-mo,4,5 years ago,"Beautiful tasting room with a very reasonable  $10 tasting fee. We tried 6 wines and enjoyed them all. They do not carry any pinots, which is unusual for this area.",1499707243,False,ChIJYVRuMtJBlVQR-4Qm9n-t948
Kaymden Green,https://www.google.com/maps/contrib/116827086443306378375/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu1ucAT9uqbZGM1qLkSP7XkkCwkufk5mWO-A_527=s128-c0x00000000-cc-rp-mo,1,a year ago,"The lady serving me her name was Sara was extremely rude, very unprofessional and not one time did she wash her a hands & kept touching her face, hair etc. I notice she wasn’t nice to anyone not just me and also over heard her bad mouthing the customers and talking down in the management there. It made me very uncomfortable and also the others around me too. They had mentioned they won’t be returning either. If you keep this girl you will guarntee to keep losing business. She was also super slow and a lot of time just stood around not doing anything when customers clearly had empty glasses,The wine was yummy though. But the service was horriable so I won’t be back.",1622138572,False,ChIJxWBphkKbz1QRvDwZ-jzDVaM
Devon Burton,https://www.google.com/maps/contrib/115788377285109660090/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu8xi8PriOnZHwe4WpsLLZGhEWXA6I0de8QwY8OP=s128-c0x00000000-cc-rp-mo,2,2 months ago,"I’ve been here 3x and love the wine and setting, but am consistently disappointed with the poor service. They are extremely rude. There are many more places to have wonderful wine, in a nice setting, served with a smile and good service.",1661625568,False,ChIJ521j82I4lVQRx4Y58ybqFak
Dave,https://www.google.com/maps/contrib/112683072732135513617/reviews,,,https://lh3.googleusercontent.com/a-/ACNPEu_FhZPT_NXgK1eevhPMWm3blZjMUP5jHkCf9ZF-=s128-c0x00000000-cc-rp-mo,1,a year ago,,1625850299,False,ChIJvREHredqlVQRn02onu8R8CM
Snaily,https://www.google.com/maps/contrib/101557994888523144018/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu0bo_Z5i5Av5EOSY28NeC2u4jyQBGq5mGvH4qxi=s128-c0x00000000-cc-rp-mo-ba4,5,a year ago,"What an amazing experience with great wine, beautiful and serene atmosphere, and lovely people. Private, family feel. We look forward to coming back again.",1622424455,False,ChIJ7TjgpUMUlVQRzpjqJAd3ifQ
Deidra Shinaul,https://www.google.com/maps/contrib/111688406478597392847/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu3BSVBzXvqpg5ZYzIoUxRi09_BTMSNRndJb1iWJ=s128-c0x00000000-cc-rp-mo-ba3,5,3 years ago,"First off, let's begin with Benjamin. He reminds me of someone I know. He even let me take his picture.  Hes funny, hes cute and he knows his wines! My husband and I enjoyed our time tasting wines and talking with Ben about varieties and quality of wine. I like the fact that this place is family friendly and cant wait to come back hopefully this summer. Benjamin thanks for the awesome memories that you helped create.",1554235403,False,ChIJeW1DqL6hlFQR3N7Bx_9rV9c
Gloria Geleynse,https://www.google.com/maps/contrib/107952895474180697939/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu1tY53ZeNLw-3DdWnO9erv9K21-pnwzhFwKQhoS=s128-c0x00000000-cc-rp-mo,5,2 weeks ago,"Super fun, excellent wine, great employees!",1666310468,False,ChIJzTbmzalDolQRn6fWXh8Z4cw
Consuelo Montoya,https://www.google.com/maps/contrib/104578614088263048705/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu9onhiNMRs-UOdXHerew_dwNiGnfba5-wLGw49a=s128-c0x00000000-cc-rp-mo,5,a year ago,"I’ve never enjoyed wine more than Roger's Cosecha de Luna 2018 Reserve Mourvedre and Zaragueya de Luna 2019 Reserve Sangiovese Rose. The quality of these wines is found in the growing of the grapes. Los Rocosos Vineyard is located in one of the two best areas in Oregon to grow wine, the Walla Walla valley. This valley, like the Rogue Valley in southern Oregon, provides a warmer wine growing climate. Los Rocosos grapes have an added advantage. They are grown in the dark basalt soil that makes up the Rock District of Milton-Freewater. The Rock District is unique because of its cobblestone-rich soil that allows the vines to root deeper while the dark soil absorbs more solar radiation.  In addition to being a Viticoltore, Roger and Lucinda offer B&B accommodations at this working vineyard. If you are so lucky as to get a reservation, insist Roger make his amazing oatmeal porridge. This is a dog friendly place where dogs roam the vineyard and howling contests are a nightly occurrence. Roger usually has the loudest howl. My dogs can’t wait to return. I can’t wait to enjoy this season’s varietals.",1621844384,False,ChIJoa66NRlFolQRl-EO1VCC_ns
Andrea L,https://www.google.com/maps/contrib/111094174624039414279/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu-s0yolELMSAlpVwcA0T_Vy7sF8Nl8q0uWCjiqTuQ=s128-c0x00000000-cc-rp-mo,5,3 months ago,"This is a beautiful place full of lovely and accommodating employees! They go above and beyond to ensure everyone is enjoying their time.  Patty is warm and friendly and made us feel welcomed.  Kasey was AMAZING and handled a large,difficult group in the nicest and most professional way.   It's hard to imagine that people would be unappreciative at a winery,  but you see it all. They handled it with grace! Thank you for all that you do and the best wine west of the Mississippi.  😊",1659820478,False,ChIJ6VDhna8XwVQRmtaFV9B8YnA
mike bacus,https://www.google.com/maps/contrib/102847989793602773546/reviews,,,https://lh3.googleusercontent.com/a-/ACNPEu8wEVv7J35W348iPiRVef04okPMVcEK2ybJXdZDcg=s128-c0x00000000-cc-rp-mo,5,a month ago,,1663638569,False,ChIJgUViR4o_lVQRQm8qqjxWrGE
Max B,https://www.google.com/maps/contrib/103393121382180674788/reviews,,,https://lh3.googleusercontent.com/a-/ACNPEu91Ea5_r_ioYZk-XF_-zU03p6KxY-HO08e52Hp6FEI=s128-c0x00000000-cc-rp-mo-ba4,5,4 months ago,,1655917506,False,ChIJD8AtMrJrlVQRUuqG5P1zHFI
John Kimbrough,https://www.google.com/maps/contrib/117153343491330277438/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu1pjmOWS8zJvAfhs4WjEb1a2Ce1-I9DK73_G4qv=s128-c0x00000000-cc-rp-mo-ba3,1,a month ago,"Don’t waste your time here.  Wines are decent, but given the outstanding wineries all around (Fairsing, Shea, Knudsen, and about any other you can try), why spend time here?  There’s no wow wine in the bunch.   AND, the tasting pours were so incredibly small, you barely had more than a small sip of each wine.  No “revisiting”.

Worse, the tasting is completely devoid of any personal interaction or in depth discussion of the wines.  Simply stating the grape & vintage… then shuffling off. The person said “I’m only here for the harvest”.   So no meaningful personal relationship to the wines or winery.

If you’re looking for the smallest of portions of average wines and don’t like personal interaction, this is your place.",1663226453,False,ChIJUygBx6U4lVQRcoRiiyxSX0E
Sable Kitchen,https://www.google.com/maps/contrib/112172227899120535896/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu_KJ_SF9rSbiUB2ojOMft7rpiNnk5wJeDSe43rg-w=s128-c0x00000000-cc-rp-mo,5,7 years ago,Delicious dessert-style wines! Beautiful scenery and friendly service! Unique stories with the wine as well. Highly recommend!,1434309551,False,ChIJ99SRtt45wFQR89Yvx_w1T-c
Michele Castillo,https://www.google.com/maps/contrib/115723968459150259869/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu8bNuxgzO67y9kbyruvin3tLfAigLsfkmjgpqzQoA=s128-c0x00000000-cc-rp-mo-ba3,5,8 months ago,"This is our favorite place to eat in Jacksonville. Delicious authentic Italian cuisine, the Lingcod and clam linguine and salad is a add on and bread basket is on your table. Great service, nice server and had drinks from the bar, as well. If, you haven't been here, it is a must if you love Italian food.",1644377070,False,ChIJffJIxPN4z1QRqX_ekdLWpzc
Richard Johnson,https://www.google.com/maps/contrib/112750881505102729460/reviews,,,https://lh3.googleusercontent.com/a-/ACNPEu_ijstLF3c0LICILeUx2dJkYv2XKraIDWibAwMj=s128-c0x00000000-cc-rp-mo,5,4 years ago,,1539302097,False,ChIJM9WzW_5RlVQR0QHf2upSVIQ
Allison Conway,https://www.google.com/maps/contrib/105269953023029112443/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu9uYvxJS3Y2QECGFnEAWqzxP52LdR-dPPXZjTr3Qg=s128-c0x00000000-cc-rp-mo,5,a year ago,"Gorge Crest Vineyards made our wedding day beyond wonderful. From the first time we met to discuss prices and options for our wedding day, we were always confident that we had picked the most extraordinary place to hold our wedding. Our family and friends thoroughly enjoyed the beautiful setting -a view that we’re confident is the best in the Gorge, an intimate outdoor dance floor, stunning arrays of wildflowers, a forested area with hammocks and a bridal suite with a view- and we continue to receive glowing feedback. Jena provided excellent support in organizing and coordinating our event in a warm and professional manner, we couldn’t have done it without her. Gorge Crest Vineyards will always hold such a special place in our hearts.",1631482649,False,ChIJy2h831wMllQRpqjcFOhmzAE
Rich Irish,https://www.google.com/maps/contrib/117090371291522182190/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu2MAgCXR2LO2hijr28OwqC5_upPDVlpEZnHCHnu=s128-c0x00000000-cc-rp-mo-ba3,5,3 years ago,"Love, love, love their transparency!",1554595881,False,ChIJYZmduwEYxFQRqyBPC7ML7lg
Stuart Anderson,https://www.google.com/maps/contrib/107697424904423562922/reviews,,,https://lh3.googleusercontent.com/a-/ACNPEu8yS6MpwXG9z22qqPIztFJrd6F-VGeedFTk5kC3=s128-c0x00000000-cc-rp-mo-ba4,5,2 years ago,,1595799240,False,ChIJP3fyf5tRlVQR9X_zy_Q7ndc
Chelsey Leffler,https://www.google.com/maps/contrib/117676419882415883174/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu_WtY99_Gnc-YHYW8pkZqVF_lWqpyrZbAo5smmYUKE=s128-c0x00000000-cc-rp-mo-ba3,5,a year ago,"One of my FAVORITE wineries in the Willamette Valley! All the wines are delicious, the grounds are well kept and the staff is incredibly friendly. They always make you feel like you are the most important person in the place. If you have not been, you must plan a trip out there!",1613071068,False,ChIJ181L7RJBlVQRUPxoitr7l_c
Beth Lyons,https://www.google.com/maps/contrib/101449164698061778764/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu_i1T7Oh3Kqo2Yd-EcRzxzzHssFTEatahbNwlhMZw=s128-c0x00000000-cc-rp-mo-ba4,4,6 months ago,"A wonderful experience. The wines, the service, the space, and honestly, the flowers on the table and the plants growing on the balcony, all added up to a singular experience. The wines needed no introduction, but Diane our tasting guide, set the stage for the wines and told us the history of the vines so that our appreciation of the experience deepened.",1651553148,False,ChIJv2ITGuw-lVQRoE6m4fsYV9A
Lisa Langstraat,https://www.google.com/maps/contrib/113662476725348708356/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu_cma55-zE2_77P7_QseL0krtMr5SRpMuxulO3T=s128-c0x00000000-cc-rp-mo-ba3,3,a year ago,"Service was poor. We sat at our table unacknowledged a good 20 minutes. I finally asked if  we could have service. We sat another 15 minutes. The food was good, but overpriced and small portions. Won't go back, which is unfortunate as we were looking for a nice place for date nights.",1626629559,False,ChIJAbEfhglBlVQRpTiN4tbWBBM
Fouziha Benaissa,https://www.google.com/maps/contrib/103764002121784914972/reviews,en-US,fr,https://lh3.googleusercontent.com/a/ALm5wu14ICVU5PeUV0_3lLEh8SdvVKV_EIRSgp02Io9-=s128-c0x00000000-cc-rp-mo,1,5 months ago,Companies brilliant clean and serious in their work issue perfect clean work,1653055968,True,ChIJQcRlP0wqtBIRaje_HqOzdIQ
Richard Nordell,https://www.google.com/maps/contrib/117988810258847382210/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu-ZY_rMdFqukcHUhUNlfzwZcnJ4tawatKgfWnN1UxQ=s128-c0x00000000-cc-rp-mo,5,3 years ago,"I haven't been to the farm, but I went to a Antiquum Farms wine tasting dinner at BTG in SLC and the wines were amazing, Stephen Hagen the owner was great to talk to, and I am looking forward to making a trip to Oregon...soon!",1567057453,False,ChIJuQcnBo-qwVQRmu-NMvQBQqQ
Anna Harmon,https://www.google.com/maps/contrib/111457215149226905470/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu-BDwXqd2xKCxLs9lDIJu-Nkm7gPUFMn9uBX6tbQC8=s128-c0x00000000-cc-rp-mo-ba6,3,5 years ago,Great wines. Weird atmosphere. Small but still somehow pretentious. Or maybe I just didn't belong there.,1493593795,False,ChIJMQHvH0d9xVQRD3r8DQ3fr3Y
Michael Frostbutter,https://www.google.com/maps/contrib/118246198225272358919/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu_ZYXOf58FRG5h-NQtt37KYF957BbZEX5CMp7-zoQ=s128-c0x00000000-cc-rp-mo,3,a month ago,"Beautiful place, great wine…however this is the ONLY winery we have ever been to that did not cover our tasting with a bottle purchase…pretty disappointed :(",1663201438,False,ChIJcYSHwo6qwVQRr1MNwzGcWmc
Melissa Tugmon,https://www.google.com/maps/contrib/102641797336722179865/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu3gp0U8bqpk2xoo7KmSWs4ap2DnrtVkIgBYD1OhDQ=s128-c0x00000000-cc-rp-mo,5,2 years ago,We had an exceptional experience at Illahe Vineyards! The wines were delicious and the view spectacular. We especially loved the storytelling and friendliness of the woman who poured for us-she really took us on a journey with each wine!,1596916479,False,ChIJf51UGMUCwFQRmn-5T0mHSXI
Laura McGinnis,https://www.google.com/maps/contrib/114483575517589431810/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu9-Sko3Wf96lhlmdQDO5B8WXyMYTqCD-ZX8LXsmrRI=s128-c0x00000000-cc-rp-mo-ba3,5,5 years ago,"Territorial is a cute, friendly tasting room that has intimate space that's good for a client meeting over drinks or a date. There's almost always something happening. The staff is friendly, and it's welcoming. (Oh, and the wine is nice.)",1496893756,False,ChIJt8DdfXQewVQR94-C_hfZn74
Egoism,https://www.google.com/maps/contrib/117876204683740201093/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu9LRKDJNB0KPDu2ZUHsV38wWYhdLAobZo34gSk_9Q=s128-c0x00000000-cc-rp-mo,5,2 years ago,"Neighbors chocolate labs got out, their very excited and jumpy dogs. I got them back in their gated area, but they got out again...
Called animal control because how the dogs were getting out was very dangerous and concerning.

They came within 30-45mins of my phone call.
The guy who came was able to get one of the dogs caller and contacted the owner.
He was very patient with the owner. Owner wasn’t home.

The controllers first instinct wasn’t to just take the dogs, but to try to get them where they should be.
It’s Christmas Eve so it would suck to have your dogs in a pound through the holidays.
He did give the owner a warning and told them they have to find the hole the dogs are using to get out.

Very professional and wonderful service. I’ve never had to call animal control before. Hope I won’t have to, but if an animals safety is at risk I will not hesitate.",1577231326,False,ChIJORywklBVkFQRvTy2HhlxSh0
jim lanl,https://www.google.com/maps/contrib/113592627119665104987/reviews,,,https://lh3.googleusercontent.com/a/ALm5wu0PGclHSh_phyrG6SJHOlEKF4fEZ8O_BLSISdar=s128-c0x00000000-cc-rp-mo,5,4 years ago,,1535759275,False,ChIJMUXbHeRqlVQRVxGePwpQ8T8
Shani Italiya,https://www.google.com/maps/contrib/100609807776655621853/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu2Cpt6SR-qSNyNryBXz59f-9MIy3eUCKGfxEnko=s128-c0x00000000-cc-rp-mo-ba3,5,5 years ago,"Quiet cozy winery up a dirt road. They've put a lot of effort into the ambiance and the outdoor area. There's a good amount of outside seating with a great little pond and small walking trail. If you're an outdoorsy person, you MUST visit this place. The views are to die for. The wines are typical for the area and the hostess is knowledgeable about the wines as well as other wines in the area.",1505427534,False,ChIJgcBeyek-lVQRkvAZEPovAPI
Gary Johnson,https://www.google.com/maps/contrib/115860475644464247973/reviews,,,https://lh3.googleusercontent.com/a-/ACNPEu9lkYO9LuykcIUlxnR9XwRH7R8yAHKLB-dnDN9X=s128-c0x00000000-cc-rp-mo-ba3,4,6 years ago,,1462406109,False,ChIJCd7n49EZxFQRSrHlFYkrqxo
Maralien Orantes,https://www.google.com/maps/contrib/116362579813104987801/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu9FQqeJDjuyqtkjRh_ZOLvYIPOYExEcPcSNhC3wu9U=s128-c0x00000000-cc-rp-mo-ba5,5,a year ago,"Absolutely Amazing Experience
David was a great host. We ordered cases of wine after tasting his selection.",1635296816,False,ChIJ827r8edqlVQRKa6xF9uEnMA
Ben Capogrossi,https://www.google.com/maps/contrib/112845284485868205007/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu-eo0eNFnxN5WgPKcqNwELDxwSXJmV6H1nBso3k9AE=s128-c0x00000000-cc-rp-mo,5,a week ago,"Fantastic views, fantastic service, fantastic wines. Tyson, our host, was extremely knowledgable and gave us phenomenal service. You will not be disappointed! Be sure to try the Chardonnay!!",1666728904,False,ChIJP4oE-mI4lVQRCRDI6MT_Uvc
Joseph Schmidlin,https://www.google.com/maps/contrib/102901246084964786314/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu-N9cDHX4YMILbCHLLrInwgVhhNGtCZTJJ8j8N7AXE=s128-c0x00000000-cc-rp-mo-ba3,5,2 years ago,Great wine and the friendliest owners! So much fun whether you’re in the candlelit cellar or in the grassy courtyard listening to live music.,1597611392,False,ChIJP09dUN0hwVQR51X3Y2wglQk
Stephen Pavlak,https://www.google.com/maps/contrib/106780344702313679457/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu-I51phDh-Xvod-UVmdxMpM-QItlAJ0aPJBsQyUqLE=s128-c0x00000000-cc-rp-mo,5,a year ago,I simply love their Jessica Pinot!!,1616613539,False,ChIJ0RRiKhNUwFQR6Em0w6-QFzQ
