name,business_status,place_id,formatted_phone_number,formatted_address,url,website,rating,user_ratings_total,street_address,city,province,zipcode,country,location_name
Brooks Wine,OPERATIONAL,ChIJE2iZAPj9VEARnCp655KGURc,(503) 435-1278,"21101 SE Cherry Blossom Ln, Amity, OR 97101, USA",https://maps.google.com/?cid=1680272101492796060,https://www.brookswine.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,4.8,234,21101 SE Cherry Blossom Ln, Amity,OR,97101, USA,
Tualatin Estate Vineyard,OPERATIONAL,ChIJk7IwOZUdlVQRNfp1VBTEvjY,(503) 357-5005,"7703, 10850 NW Seavey Rd, Forest Grove, OR 97116, USA",https://maps.google.com/?cid=3944805915218541109,https://www.wvv.com/Tualatin,4.8,105, 10850 NW Seavey Rd, Forest Grove,OR,97116, USA,
Aurora Colony Vineyards & Winery,OPERATIONAL,ChIJr6MiNDlmlVQRFlvNeU6gxDo,(503) 678-3390,"21338 Oak Ln NE, Aurora, OR 97002, USA",https://maps.google.com/?cid=4234685808546503446,http://www.auroracolonyvineyards.com/,4.4,123,21338 Oak Ln NE, Aurora,OR,97002, USA,
Foon Estate Vineyard,OPERATIONAL,ChIJPY-bBPIXxFQRpGM20MBEjvQ,(541) 817-7768,"340 Busenbark Ln, Roseburg, OR 97471, USA",https://maps.google.com/?cid=17622097986864964516,http://www.foonestatevineyard.com/,5,10,340 Busenbark Ln, Roseburg,OR,97471, USA,
Echo Ridge Cellars,OPERATIONAL,ChIJR5wR_YXGolQRKNAJEbBbawo,(541) 376-8100,"551 N Thielson St, Echo, OR 97826, USA",https://maps.google.com/?cid=750794574645547048,https://echoridgecellars.com/,4.9,51,551 N Thielson St, Echo,OR,97826, USA,
Stone Griffon Vineyard,OPERATIONAL,ChIJpSR0kmI4lVQRYGZTgUDxvos,(971) 287-1726,"305 W Main St, Carlton, OR 97111, USA",https://maps.google.com/?cid=10069751076196935264,http://www.stonegriffonvineyard.com/,4.4,15,305 W Main St, Carlton,OR,97111, USA,
Schmidt Family Vineyards,OPERATIONAL,ChIJTZcGrMeHz1QREdU4H-x6jXE,(541) 846-9985,"330 Kubli Rd, Grants Pass, OR 97527, USA",https://maps.google.com/?cid=8182331252556748049,http://www.sfvineyards.com/,4.6,147,330 Kubli Rd, Grants Pass,OR,97527, USA,
Woodhall III Vineyards,OPERATIONAL,ChIJ27d2ot1SwFQRqdl42-nP7IA,(541) 424-2265,"25944 Green Peak Rd, Monroe, OR 97456, USA",https://maps.google.com/?cid=9290028734674950569,,5,1,25944 Green Peak Rd, Monroe,OR,97456, USA,
Seven Hills Winery,OPERATIONAL,ChIJU1bc7WNqolQRsqa0WY-RfyQ,(509) 529-7198,"212 N 3rd Ave, Walla Walla, WA 99362, USA",https://maps.google.com/?cid=2629980752279021234,https://www.sevenhillswinery.com/,4.4,60,212 N 3rd Ave, Walla Walla,WA,99362, USA,
Locati Cellars,OPERATIONAL,ChIJL6KKj2NqolQR90myUsfIS2c,(509) 529-5871,"6 W Rose St, Walla Walla, WA 99362, USA",https://maps.google.com/?cid=7443263567571339767,http://www.locaticellars.com/,4.8,8,6 W Rose St, Walla Walla,WA,99362, USA,
Lichtenwalter Vineyard,OPERATIONAL,ChIJeXrjc3Q_lVQRpVINbOBBcyU,,"Newberg, OR 97132, USA",https://maps.google.com/?cid=2698573033866351269,https://lichtenwalterwine.com/,5,8,,Newberg,OR,97132, USA,
Gemini Vineyards,OPERATIONAL,ChIJHbrgbEYTlVQRlDMFCju7t2w,(503) 575-9040,"21133 SW Lebeau Rd, Sherwood, OR 97140, USA",https://maps.google.com/?cid=7833935939079844756,http://www.geminivineyard.com/,,,21133 SW Lebeau Rd, Sherwood,OR,97140, USA,
Hudak House,OPERATIONAL,ChIJ667WJLyq6lQRqUtfOrHktqM,(503) 714-3810,"5737 Orchard Heights Rd NW, Salem, OR 97304, USA",https://maps.google.com/?cid=11796867723783261097,http://www.hudakhouse.com/,5,21,5737 Orchard Heights Rd NW, Salem,OR,97304, USA,
"Lachini Tasting Room ~ Woodinville, WA",OPERATIONAL,ChIJp9SrJLMNkFQRFQANJQUc8fM,(425) 489-9917,"14455 Redmond - Woodinville Rd NE Suite A, Woodinville, WA 98072, USA",https://maps.google.com/?cid=17577861629025779733,http://www.lachinivineyards.com/,4,41,14455 Redmond - Woodinville Rd NE Suite A, Woodinville,WA,98072, USA,
Winderlea Vineyard & Winery,OPERATIONAL,ChIJRQkXUR9BlVQRWxxQPPIxONE,(503) 554-5900,"8905 NE Worden Hill Rd, Dundee, OR 97115, USA",https://maps.google.com/?cid=15075854669086465115,http://www.winderlea.com/,4.7,60,8905 NE Worden Hill Rd, Dundee,OR,97115, USA,
Redhawk Vineyard & Winery,OPERATIONAL,ChIJBd9R3m5VlVQRJSvShvfhv2A,(503) 362-1596,"2995 Michigan City Ln NW, Salem, OR 97304, USA",https://maps.google.com/?cid=6971539201427909413,http://www.redhawkwine.com/,4.6,49,2995 Michigan City Ln NW, Salem,OR,97304, USA,
Stangeland Vineyards & Winery,OPERATIONAL,ChIJo2vqswFUlVQRgLZQzvRrp70,(503) 581-0355,"8500 Hopewell Rd NW, Salem, OR 97304, USA",https://maps.google.com/?cid=13666010293456647808,https://www.stangelandvineyards.com/,4.9,29,8500 Hopewell Rd NW, Salem,OR,97304, USA,
Maragas Winery,OPERATIONAL,ChIJHXICnnzXvlQRRtxLRomdp7g,(541) 546-5464,"15523 US-97, Culver, OR 97734, USA",https://maps.google.com/?cid=13305776837004876870,http://www.maragaswinery.com/,4.5,91,15523 US-97, Culver,OR,97734, USA,
Prairie Mountain Wineries,OPERATIONAL,ChIJRxbsyI6qwVQR68jzJSNcR_8,(541) 998-8141,"25040 Jaeg Rd, Junction City, OR 97448, USA",https://maps.google.com/?cid=18394772509048424683,http://www.prairiemountainwineries.com/#!contact/c24vq,5,1,25040 Jaeg Rd, Junction City,OR,97448, USA,
Owen Roe,OPERATIONAL,ChIJvy-5yi9-l1QRs5nK5lnK4xc,(509) 877-0454,"309 Gangl Rd, Wapato, WA 98951, USA",https://maps.google.com/?cid=1721441970058598835,http://www.owenroe.com/,4.8,112,309 Gangl Rd, Wapato,WA,98951, USA,
"Blue Heron Vineyards, LLC",OPERATIONAL,ChIJgdjxjCEjxFQR9qCx7V8hYfY,,"3440 Garden Valley Rd, Roseburg, OR 97471, USA",https://maps.google.com/?cid=17753507901964656886,http://www.bhvin.com/,5,1,3440 Garden Valley Rd, Roseburg,OR,97471, USA,
Oregon Wine LAB,OPERATIONAL,ChIJ7c4eXw0ewVQREsklU2K6R2w,(458) 201-7413,"488 Lincoln St, Eugene, OR 97401, USA",https://maps.google.com/?cid=7802409810907220242,http://www.oregonwinelab.com/,4.7,87,488 Lincoln St, Eugene,OR,97401, USA,
Abiqua Wind Vineyard,OPERATIONAL,ChIJq5Qz1B3nv1QRuegBpJWgZoc,(503) 874-9818,"19822 McKillop Rd, Scotts Mills, OR 97375, USA",https://maps.google.com/?cid=9756662207306918073,http://www.abiquawind.com/,5,11,19822 McKillop Rd, Scotts Mills,OR,97375, USA,
Sophie's Vineyard,OPERATIONAL,ChIJw601bj5LwVQRpErl1Rc_cEc,,"5890 Boswell Rd, Yoncalla, OR 97499, USA",https://maps.google.com/?cid=5147683745689848484,http://www.vinderella.com/,,,5890 Boswell Rd, Yoncalla,OR,97499, USA,
Beckham Estate Vineyard- Tasting by appointment,OPERATIONAL,ChIJFdNgwmNplVQRXBrRCOLMckk,(971) 645-3466,"30790 SW Heater Rd, Sherwood, OR 97140, USA",https://maps.google.com/?cid=5292517783296350812,http://www.beckhamestatevineyard.com/,4.7,47,30790 SW Heater Rd, Sherwood,OR,97140, USA,
Hawks View Winery,OPERATIONAL,ChIJow4t6bNslVQRippQXRXqrso,(503) 625-1591,"20210 SW Conzelmann Rd, Sherwood, OR 97140, USA",https://maps.google.com/?cid=14604868019089873546,http://www.hawksviewwinery.com/,4.5,236,20210 SW Conzelmann Rd, Sherwood,OR,97140, USA,
Argyle Winery,OPERATIONAL,ChIJ-drpIApBlVQR9Z9q79A9WNM,(503) 538-8520,"691 OR-99W, Dundee, OR 97115, USA",https://maps.google.com/?cid=15228990107532566517,http://argylewinery.com/,4.4,250,691 OR-99W, Dundee,OR,97115, USA,
L'Angolo Estate,OPERATIONAL,ChIJd6HbdYpAlVQRFsbLLYMhi0o,(503) 538-7953,"18830 NE Williamson Rd, Newberg, OR 97132, USA",https://maps.google.com/?cid=5371423827862210070,http://www.langoloestate.com/,5,44,18830 NE Williamson Rd, Newberg,OR,97132, USA,
Hazelfern,OPERATIONAL,ChIJMUDWR-9qlVQR2CU-88uF42A,(503) 348-1740,"4008 NE Zimri Dr, Newberg, OR 97132, USA",https://maps.google.com/?cid=6981570958360192472,http://www.hazelfern.com/,5,29,4008 NE Zimri Dr, Newberg,OR,97132, USA,
The Horse Radish,OPERATIONAL,ChIJS_uq-WI4lVQRwUzkXW1wpVI,(503) 852-6656,"119 W Main St, Carlton, OR 97111, USA",https://maps.google.com/?cid=5955289697296338113,http://www.thehorseradish.com/,4.5,380,119 W Main St, Carlton,OR,97111, USA,
Marshall Davis Wine,OPERATIONAL,ChIJaXozgbk5lVQRhjqYfacbP9U,(503) 852-3086,"125 W Main St, Carlton, OR 97111, USA",https://maps.google.com/?cid=15366030859792038534,http://marshalldaviswine.com/,5,13,125 W Main St, Carlton,OR,97111, USA,
Smockshop Band Winery,OPERATIONAL,ChIJVfoLb8wIllQRQqTPzIkSThg,(541) 436-4680,"3890 Acree Dr, Hood River, OR 97031, USA",https://maps.google.com/?cid=1751357688149681218,,5,1,3890 Acree Dr, Hood River,OR,97031, USA,
"Artisanal Wine Cellars, Newberg, OR",OPERATIONAL,ChIJP_hjUdFBlVQRZPs2XC3UvF8,(503) 537-2094,"614 E 1st St, Newberg, OR 97132, USA",https://maps.google.com/?cid=6898622020510481252,http://www.artisanalwinecellars.com/,5,12,614 E 1st St, Newberg,OR,97132, USA,
JosephJane Winery,OPERATIONAL,ChIJP6YY-PUZxFQRcNX4gfED1dY,,"155 Lower Garden Valley Rd, Roseburg, OR 97471, USA",https://maps.google.com/?cid=15480283629958518128,http://josephjanewinery.com/,4.8,44,155 Lower Garden Valley Rd, Roseburg,OR,97471, USA,
Westrey Wine Company,OPERATIONAL,ChIJRXq9CepIlVQRXyG0Ec7L3zU,(503) 434-6357,"1065 NE Alpine Ave, McMinnville, OR 97128, USA",https://maps.google.com/?cid=3882045489737376095,http://westrey.com/,5,1,1065 NE Alpine Ave, McMinnville,OR,97128, USA,
St Josef's Winery,OPERATIONAL,ChIJaQwsQsZmlVQRG7KQ_HWmoZo,(503) 651-3190,"28836 S Barlow Rd, Canby, OR 97013, USA",https://maps.google.com/?cid=11142369978770043419,http://www.stjosefswinery.com/,4.5,112,28836 S Barlow Rd, Canby,OR,97013, USA,
The Inn at Abeja,OPERATIONAL,ChIJkyxxY34VolQRPk8NKguS4Yg,(509) 522-1234,"2014 Mill Creek Rd, Walla Walla, WA 99362, USA",https://maps.google.com/?cid=9863325235565907774,http://www.abeja.net/,4.9,34,2014 Mill Creek Rd, Walla Walla,WA,99362, USA,
Fox Farm Vineyards,OPERATIONAL,ChIJMTSRWtFBlVQRsvwSfNM8hYQ,(503) 538-8466,"575 OR-99W, Dundee, OR 97115, USA",https://maps.google.com/?cid=9549105463926389938,http://www.foxfarmvineyards.com/,4.8,65,575 OR-99W, Dundee,OR,97115, USA,
Kramer Vineyards,OPERATIONAL,ChIJxfXQ_qk9lVQRp-9f7WTc1j4,(503) 662-4545,"26830 NW Olson Rd, Gaston, OR 97119, USA",https://maps.google.com/?cid=4528048801404940199,http://www.kramervineyards.com/,4.9,58,26830 NW Olson Rd, Gaston,OR,97119, USA,
Gorge On Wines,OPERATIONAL,ChIJlwRSLWkOllQRIsBo8nzjT2o,(541) 716-1091,"111 2nd St #300, Hood River, OR 97031, USA",https://maps.google.com/?cid=7660591616962904098,https://gorgeonwines.com/,4.9,44,111 2nd St #300, Hood River,OR,97031, USA,
Garrison Creek Cellars,OPERATIONAL,ChIJracuZCFBolQR5rXpNAcFYTQ,(509) 525-7377,"4153 Hood Rd, Walla Walla, WA 99362, USA",https://maps.google.com/?cid=3774303491223827942,http://www.garrisoncreekcellars.com/,5,25,4153 Hood Rd, Walla Walla,WA,99362, USA,
Capitello Wines,OPERATIONAL,ChIJt8DdfXQewVQRDnGR9L8Wui0,(541) 520-3092,"540 Charnelton St, Eugene, OR 97401, USA",https://maps.google.com/?cid=3294971091072676110,http://www.capitellowines.com/,4.4,45,540 Charnelton St, Eugene,OR,97401, USA,
Cliff Creek Cellars & Sams Valley Vineyard,OPERATIONAL,ChIJMedv2lSPxVQRxoiM8PE1QKQ,(541) 855-5330,"1015 McDonough Rd, Gold Hill, OR 97525, USA",https://maps.google.com/?cid=11835519133968795846,http://cliffcreek.com/,5,4,1015 McDonough Rd, Gold Hill,OR,97525, USA,
Natalie's Estate Winery,OPERATIONAL,ChIJQczporJqlVQRb0uEreTi1u8,(503) 807-5008,"By appt please, 16825 NE Chehalem Dr, Newberg, OR 97132, USA",https://maps.google.com/?cid=17282250091872406383,http://www.nataliesestatewinery.com/,4.9,73, 16825 NE Chehalem Dr, Newberg,OR,97132, USA,
Stark Vineyard,OPERATIONAL,ChIJNbT0YrtplVQRsEFdXWBor4o,,"33902 SW Ladd Hill Rd, Wilsonville, OR 97070, USA",https://maps.google.com/?cid=9993320861250961840,,,,33902 SW Ladd Hill Rd, Wilsonville,OR,97070, USA,
Miller's Vineyard,OPERATIONAL,ChIJmbBSk6n5v1QR07yEtlWVkVw,,"1420 70th Ave SE, Salem, OR 97317, USA",https://maps.google.com/?cid=6670276718479326419,,,,1420 70th Ave SE, Salem,OR,97317, USA,
High Pass Winery,OPERATIONAL,ChIJt9_w_HeqwVQR4Bwon4yX0YM,(541) 998-1447,"24757 Lavell Rd, Junction City, OR 97448, USA",https://maps.google.com/?cid=9498539719322508512,http://www.highpasswinery.com/,4.7,18,24757 Lavell Rd, Junction City,OR,97448, USA,
Mad Violets Wine Co.,OPERATIONAL,ChIJY2xe_1cVlVQRF7h9kJx8l3A,(503) 487-7692,"17429 NE Hillside Dr, Newberg, OR 97132, USA",https://maps.google.com/?cid=8113090265612138519,http://madvioletswineco.com/,5,5,17429 NE Hillside Dr, Newberg,OR,97132, USA,
Don Carlo Vineyard,OPERATIONAL,ChIJcVTsdKhcolQRKDsSfdYd22w,(509) 540-5784,"52874 County Rd, Milton-Freewater, OR 97862, USA",https://maps.google.com/?cid=7843895983054404392,,5,3,52874 County Rd, Milton-Freewater,OR,97862, USA,
Fullerton Wines,OPERATIONAL,ChIJOdxWwY4NlVQRqwTEexRZfJo,(503) 477-7848,"1966 NW Pettygrove St, Portland, OR 97209, USA",https://maps.google.com/?cid=11131870323463685291,https://www.fullertonwines.com/,4.9,118,1966 NW Pettygrove St, Portland,OR,97209, USA,
Paschal Winery and Vineyard,OPERATIONAL,ChIJhRRBclhxz1QRt3T6NCrtfOc,(541) 535-7957,"1122 Suncrest Rd, Talent, OR 97540, USA",https://maps.google.com/?cid=16680467885406713015,http://www.paschalwinery.com/,4.8,93,1122 Suncrest Rd, Talent,OR,97540, USA,
Noble Estate Winery,OPERATIONAL,ChIJG70EpRQZwVQRNGFsIkVzWm4,(541) 338-3007,"560 Commercial St Unit F, Eugene, OR 97402, USA",https://maps.google.com/?cid=7951794832843497780,https://nobleestatewinery.com/about/,4.4,68,560 Commercial St Unit F, Eugene,OR,97402, USA,
ROCO Winery,OPERATIONAL,ChIJ09XGBkBAlVQRF5HO7CAhfMg,(503) 538-7625,"13260 NE Red Hills Rd, Newberg, OR 97132, USA",https://maps.google.com/?cid=14446458129993339159,http://rocowinery.com/,4.7,50,13260 NE Red Hills Rd, Newberg,OR,97132, USA,
Tumwater Vineyard,OPERATIONAL,ChIJCYfyC79xlVQRabdCd9q13Is,(503) 454-0208,"375 SW Barrel House Wy, West Linn, OR 97068, USA",https://maps.google.com/?cid=10078130016056686441,http://tumwatervineyard.com/,4.7,85,375 SW Barrel House Wy, West Linn,OR,97068, USA,
Greyhorse Vineyard,OPERATIONAL,ChIJuTjDijtIlVQR1FyMTnlO_Fk,(503) 474-2517,"4451 NW Hill Rd, McMinnville, OR 97128, USA",https://maps.google.com/?cid=6484143846422502612,http://greyhorsevineyard.com/,,,4451 NW Hill Rd, McMinnville,OR,97128, USA,
Sidereus Vineyard & Winery,OPERATIONAL,ChIJrc2KGVgXlVQRQ0F1VM9-d4E,(503) 992-1196,"5195 SW Hergert Rd, Cornelius, OR 97113, USA",https://maps.google.com/?cid=9329064582061572419,https://www.sidereuswinery.com/,5,21,5195 SW Hergert Rd, Cornelius,OR,97113, USA,
Watermill Winery,OPERATIONAL,ChIJsxjaYrVEolQR7lz1cFg37dw,(541) 938-5575,"235 E Broadway Ave #1807, Milton-Freewater, OR 97862, USA",https://maps.google.com/?cid=15919441110816349422,http://www.watermillwinery.com/,4.7,25,235 E Broadway Ave #1807, Milton-Freewater,OR,97862, USA,
Poco Vineyards,OPERATIONAL,ChIJXbUdl_FRlVQR9MS7QlEs6Io,,"20465 SE Poco Ln, Amity, OR 97101, USA",https://maps.google.com/?cid=10009298899354502388,https://pocovineyards.business.site/,5,1,20465 SE Poco Ln, Amity,OR,97101, USA,
Bethel Heights Vineyard,OPERATIONAL,ChIJTQl1eZ5UlVQRV8qLKvhmJg0,(503) 581-2262,"6060 Bethel Heights Rd NW, Salem, OR 97304, USA",https://maps.google.com/?cid=947557987659795031,http://www.bethelheights.com/,4.7,77,6060 Bethel Heights Rd NW, Salem,OR,97304, USA,
Sokol Blosser Winery,OPERATIONAL,ChIJffprYLJGlVQR2EpHc4SuicA,(503) 864-2282,"5000 NE Sokol Blosser Ln, Dayton, OR 97114, USA",https://maps.google.com/?cid=13873812010984491736,http://sokolblosser.com/,4.5,228,5000 NE Sokol Blosser Ln, Dayton,OR,97114, USA,
Cornucopia Vineyards Ltd,OPERATIONAL,ChIJUygBx6U4lVQR1XlqbDx6gFA,(503) 852-7788,"12020 NE Stag Hollow Rd, Carlton, OR 97111, USA",https://maps.google.com/?cid=5800770719988742613,,,,12020 NE Stag Hollow Rd, Carlton,OR,97111, USA,
12 Ranch Wines,OPERATIONAL,ChIJo8pAtsslyVQR1Rmv8DXZc5w,(541) 545-1204,"4550 Burgdorf Rd, Bonanza, OR 97623, USA",https://maps.google.com/?cid=11273593117932984789,http://www.12ranchwines.com/,4.3,6,4550 Burgdorf Rd, Bonanza,OR,97623, USA,
Cricket Hill Winery,OPERATIONAL,ChIJN7ztCt2bz1QRnC6ZMmvbyG0,(541) 899-7264,"2131 Little Applegate Rd, Jacksonville, OR 97530, USA",https://maps.google.com/?cid=7910813998933159580,http://www.crickethillwinery.com/,3.3,4,2131 Little Applegate Rd, Jacksonville,OR,97530, USA,
Pudding River Wine Cellars,OPERATIONAL,ChIJ0WqRrXv7v1QRRW4uXuXu8s8,(503) 365-0391,"9374 Sunnyview Rd NE, Salem, OR 97317, USA",https://maps.google.com/?cid=14984301579110084165,http://puddingriver.com/,4.8,32,9374 Sunnyview Rd NE, Salem,OR,97317, USA,
Roserock Vineyard,OPERATIONAL,ChIJq9Y035FVlVQR81UXjoNq3bw,,"4350 Gibson Rd NW, Salem, OR 97304, USA",https://maps.google.com/?cid=13609150762240660979,,,,4350 Gibson Rd NW, Salem,OR,97304, USA,
Pete's Mountain Vineyard and Winery,OPERATIONAL,ChIJb6d3LS1wlVQRNYlY_kDNze8,(503) 656-2130,"28101 SW Petes Mountain Rd, West Linn, OR 97068, USA",https://maps.google.com/?cid=17279693024319277365,http://www.petesmountainvineyard.com/,4.8,45,28101 SW Petes Mountain Rd, West Linn,OR,97068, USA,
Chateau Nonchalant Vineyard,OPERATIONAL,ChIJ5yZ9S6A_xFQRKPmBim_gPkU,(541) 679-2394,"1329 Larson Rd, Roseburg, OR 97471, USA",https://maps.google.com/?cid=4989672206842853672,http://www.chateaunonchalantvineyards.com/,5,27,1329 Larson Rd, Roseburg,OR,97471, USA,
Eola Hills Wine Cellars,OPERATIONAL,ChIJzd0nYwkCwFQRHiV267ogaRY,(503) 623-2405,"501 S Pacific Hwy W, Rickreall, OR 97371, USA",https://maps.google.com/?cid=1614857928575427870,https://eolahillswinery.com/,4.5,122,501 S Pacific Hwy W, Rickreall,OR,97371, USA,
Benedetto Vineyards,OPERATIONAL,ChIJ193bfNCp6lQRSpMFXAXMMG0,(971) 301-2807,"14020 Orchard Knob Rd, Dallas, OR 97338, USA",https://maps.google.com/?cid=7868012872407028554,http://www.benedettovineyards.com/,4.9,40,14020 Orchard Knob Rd, Dallas,OR,97338, USA,
Andante Vineyard,OPERATIONAL,ChIJr4YbaXmr6lQRnl2_TVsUBnY,(971) 273-3872,"3855 Morris Rd, Dallas, OR 97338, USA",https://maps.google.com/?cid=8504507328714726814,https://andantevineyard.com/,5,40,3855 Morris Rd, Dallas,OR,97338, USA,
Zenith Vineyard,OPERATIONAL,ChIJkUiVM5RUlVQRG06EOKskwdU,(503) 932-3540,"5657 Zena Rd NW, Salem, OR 97304, USA",https://maps.google.com/?cid=15402632518390009371,http://www.zenithvineyard.com/,4.5,77,5657 Zena Rd NW, Salem,OR,97304, USA,
Arborbrook by Cooper Mountain Vineyards,OPERATIONAL,ChIJibeHC8I_lVQRRUEMX0sGxnk,(503) 538-0959,"17770 NE Calkins Ln, Newberg, OR 97132, USA",https://maps.google.com/?cid=8774707844764942661,http://www.arborbrookwines.com/,4.8,43,17770 NE Calkins Ln, Newberg,OR,97132, USA,
Abbey Creek: The Crick PDX,OPERATIONAL,ChIJezhLIvEJlVQRtoiozKCPkW8,(503) 389-0619,"912 SW Morrison St, Portland, OR 97205, USA",https://maps.google.com/?cid=8039364730624182454,http://www.abbeycreekvineyard.com/,5,16,912 SW Morrison St, Portland,OR,97205, USA,
J.L. Kiff Vineyard,OPERATIONAL,ChIJzy6hUCVIlVQRQSJ3aM-oT3E,(971) 237-6745,"13546 NW Willis Rd, McMinnville, OR 97128, USA",https://maps.google.com/?cid=8164930258210333249,http://www.jlkiffvineyard.com/,4.9,27,13546 NW Willis Rd, McMinnville,OR,97128, USA,
Coeur De Terre Vineyard,OPERATIONAL,ChIJs8lYqgVLlVQR11eksO7l_-k,(503) 883-4111,"21000 SW Eagle Point Rd, McMinnville, OR 97128, USA",https://maps.google.com/?cid=16861448343226963927,http://cdtvineyard.com/,4.9,68,21000 SW Eagle Point Rd, McMinnville,OR,97128, USA,
LaShelle Wines,OPERATIONAL,ChIJiVTjSD0PkFQRzlYJnyX0WC4,(425) 298-3415,"19501 144th Ave NE C700, Woodinville, WA 98072, USA",https://maps.google.com/?cid=3339687566114379470,https://lashellewines.com/,5,11,19501 144th Ave NE C700, Woodinville,WA,98072, USA,
Lady Hill Winery,OPERATIONAL,ChIJo2XmyitolVQRbXHbCFguAdU,(503) 678-1240,"8400 Champoeg Rd NE, St Paul, OR 97137, USA",https://maps.google.com/?cid=15348599960695959917,http://ladyhill.com/,4.6,106,8400 Champoeg Rd NE, St Paul,OR,97137, USA,
Slagle Creek Vineyards,OPERATIONAL,ChIJiYMYzk-bz1QR5DRe2A9r9pg,(541) 450-2692,"8555 OR-238, Jacksonville, OR 97530, USA",https://maps.google.com/?cid=11022114853834601700,,3,2,8555 OR-238, Jacksonville,OR,97530, USA,
Carabella Vineyard,OPERATIONAL,ChIJc3PSh2tplVQRX3_KQoQRoOQ,(503) 925-0972,"16707 SW Edminston Rd, Wilsonville, OR 97070, USA",https://maps.google.com/?cid=16474186696675196767,http://www.carabellawine.com/,4.5,2,16707 SW Edminston Rd, Wilsonville,OR,97070, USA,
Olsen Run Winery,OPERATIONAL,ChIJ-zfS-Kb3wFQR76Ls6oSY6YQ,(541) 583-0572,"32900 Diamond Hill Rd, Harrisburg, OR 97446, USA",https://maps.google.com/?cid=9577353779224552175,https://olsenrun.com/,4.8,145,32900 Diamond Hill Rd, Harrisburg,OR,97446, USA,
Soter Vineyards Tasting Room,OPERATIONAL,ChIJTU2OG5w4lVQRrDuNGLmBUbM,(503) 662-5600,"10880 NE Mineral Springs Rd, Carlton, OR 97111, USA",https://maps.google.com/?cid=12921251437883505580,http://www.sotervineyards.com/,4.8,131,10880 NE Mineral Springs Rd, Carlton,OR,97111, USA,
Bracken Vineyard,OPERATIONAL,ChIJw337KcGq6lQRXW_-_DUuqf0,(707) 540-1847,"5887 Orchard Heights Rd NW, Salem, OR 97304, USA",https://maps.google.com/?cid=18278191372072546141,http://www.perkinsharter.com/,,,5887 Orchard Heights Rd NW, Salem,OR,97304, USA,
Three Rivers Winery,OPERATIONAL,ChIJdTHtN0xoolQRyRlSR_TQfUE,(509) 526-9463,"5641 US-12, Walla Walla, WA 99362, USA",https://maps.google.com/?cid=4719157732141308361,http://www.threeriverswinery.com/,4.6,100,5641 US-12, Walla Walla,WA,99362, USA,
Ferraro Cellar,OPERATIONAL,ChIJacXdhnhqlVQRD-zWufBoiMY,(503) 758-0557,"8400 Champoeg Rd NE, St Paul, OR 97137, USA",https://maps.google.com/?cid=14305799599461690383,http://ferrarocellar.com/,,,8400 Champoeg Rd NE, St Paul,OR,97137, USA,
Airlie Winery,OPERATIONAL,ChIJ_f2JY4gXwFQRio0vxK8goBM,(503) 838-6013,"15305 Dunn Forest Rd, Monmouth, OR 97361, USA",https://maps.google.com/?cid=1414166222277152138,http://www.airliewinery.com/,5,78,15305 Dunn Forest Rd, Monmouth,OR,97361, USA,
Croft Vineyards,OPERATIONAL,ChIJya6ZzxYDwFQRlTxVXAG4v44,(503) 364-3085,"5475 River Rd S, Salem, OR 97302, USA",https://maps.google.com/?cid=10286142389921070229,http://croftvineyards.com/,5,5,5475 River Rd S, Salem,OR,97302, USA,
Gran Moraine Winery,OPERATIONAL,ChIJgdH-nNg-lVQRUfOiYZ2eO6g,(503) 662-5454,"17090 NE Woodland Loop Rd, Yamhill, OR 97148, USA",https://maps.google.com/?cid=12122457220782945105,http://www.granmoraine.com/,4.7,40,17090 NE Woodland Loop Rd, Yamhill,OR,97148, USA,
The Carlton Winemakers Studio,OPERATIONAL,ChIJ2XWKFGA4lVQRoGxbp31lZjU,(503) 852-6100,"801 N Scott St, Carlton, OR 97111, USA",https://maps.google.com/?cid=3847874521987771552,http://www.winemakersstudio.com/,4.7,58,801 N Scott St, Carlton,OR,97111, USA,
Remy Wines Tasting Room,OPERATIONAL,ChIJY8_oWaRGlVQRD_kczBzbt-8,(503) 864-8777,"17495 NE McDougall Rd, Dayton, OR 97114, USA",https://maps.google.com/?cid=17273515812532844815,https://remywines.com/,4.6,83,17495 NE McDougall Rd, Dayton,OR,97114, USA,
Garnier Vineyards,OPERATIONAL,ChIJc1og-nwQllQREipN_ZWqFZI,(541) 478-2217,"8467 Highway 30 West, Mosier, OR 97040, USA",https://maps.google.com/?cid=10526507265224944146,http://www.garniervineyards.com/,4.6,23,8467 Highway 30 West, Mosier,OR,97040, USA,
David Hamilton Winery,OPERATIONAL,ChIJDwtqWskJu1QR0mApf_vMths,(541) 932-4567,"191 W Main St, Mt Vernon, OR 97865, USA",https://maps.google.com/?cid=1997008865327669458,https://davidhamiltonwinery.com/,5,4,191 W Main St, Mt Vernon,OR,97865, USA,
Erath Winery Tasting Room,OPERATIONAL,ChIJQc7NZ9xAlVQRsPdFmBScgO8,(503) 538-3318,"1439 NW Marshall St, Portland, OR 97209, USA",https://maps.google.com/?cid=17257965384351741872,https://www.erath.com/,4.7,78,1439 NW Marshall St, Portland,OR,97209, USA,
