author_name,author_url,language,original_language,profile_photo_url,rating,relative_time_description,text,time,translated,place_id
Harrison Parker,https://www.google.com/maps/contrib/102844480738908247331/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu_n-PSDJ0n3AOjtw7hJk-_xK-vTKHU9kXgAm_2wtg=s128-c0x00000000-cc-rp-mo,5,a month ago,This spot is a hidden gem! They have both Columbia valley  wines as well as international imports. They have lots of amazing flights to choose from. Family and pet friendly!,1663537612,False,ChIJlwRSLWkOllQRIsBo8nzjT2o
Caroline Barnes,https://www.google.com/maps/contrib/110758821143425479600/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu2fYY2zqEPcRO2DVQi7P0JAbC6QSe_nkcQ7hLOf=s128-c0x00000000-cc-rp-mo,5,a year ago,"I came across Stomp, Croft Vineyard’s tasting room, when I first moved to Oregon. And I must say, their wine is some of the best I’ve ever had. Now it’s all I drink!

The savoir vivre is my favorite red of them all. A silky, well-balanced Pinot noir with warm cherry notes and just the right amount of dryness. I paired it with a braised duck the other night and it was absolutely delightful.

For white, their Pinot Gris is my go-to. Acidic, fruit forward, bright, refreshing- perfect wine for a hot, sunny day. I love how well-rounded it is because it’s something both my Chardonnay and Sav blanc drinking friends can enjoy. Personally, I think it goes best with a nice seafood or spicy Thai dish.

Not to mention the grapes are organically grown and their wine is certified as salmon safe. So if you’re an environmentally conscious wine lover,  you’re in the right place! John and Amber are lovely people and their passion for wine shines through. Go support this family-owned business, folks. You won’t regret it!",1605294459,False,ChIJ-7nIyYkDwFQRjebO6KnKurk
Kay Doolittle,https://www.google.com/maps/contrib/113121350272076455097/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu36B2P18Q2ErNZ1P1HGXRGx2dOX5dEoq2jqYGq2=s128-c0x00000000-cc-rp-mo,5,a year ago,"Don't know why more folks don't go out to enjoy fall colors in the Vineyards.

Nice, quiet wine tasting today - thanks, Jolene!",1635021298,False,ChIJySZob3MbxFQRUp-3qtZHOt0
Shane Farnor,https://www.google.com/maps/contrib/101787482294427942412/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu8uzVFem1uxoMt00mVw6fibpPvPyzZczsX97CjaLnM=s128-c0x00000000-cc-rp-mo,5,2 months ago,"My partner and I had such a wonderful outside tasting at Cooper Mountain Vineyards! Our host was Matthew and he was very attentive, professional, and so knowledgeable about the wines. He clearly has a passion for what he does. Also, during our tasting we had the pleasure to meet the fabulous Barbara (Operations Director for Cooper Mountain) and head winemaker, Gilles! Both were so charming, funny, and so very welcoming. And then, there was the WINE! Yum! We enjoyed all the wines, but were especially fond of the Old Vines Pinot Noir and the Pinot Gris! Their Gamay was also quite tasty with vibrant color, great fruity flavor, and smooth texture that made it easy to sip. Highly recommend you make an effort to taste at this pioneering biodynamic winery. I have so much respect for what they do. We'll most definitely be back!",1659679715,False,ChIJMxAl8A8SlVQRfRr6ogGZUos
Michelle Tsai,https://www.google.com/maps/contrib/110494344010627685743/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu2tQbKwbIFOk_t7ibuvdSWIJeySwZREI9dUEphQur4=s128-c0x00000000-cc-rp-mo,5,3 months ago,The hoagie from the food truck was out of this world. The rosé pinot noir went down smoothly. Highly recommended! Great space with awesome mountain views too!,1657662305,False,ChIJG1BslP0FllQRMRc0KTybvYM
Danielle Knott,https://www.google.com/maps/contrib/113218020729446508567/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu9SqxAXzPwjJkLBxBinz-AOM2rkifsYUf2efqzk2w=s128-c0x00000000-cc-rp-mo,5,2 months ago,"Spent the whole afternoon with Max and Hannah enjoying Johan and Cow Horn’s beautiful wines. The hospitality, quality, and thoughtfulness has been unmatched in the Willamette Valley. For fans of unique flavors and varietals, and appreciators of land stewardship. Not to miss.",1659738288,False,ChIJKd2kUOKp6lQRY1WIzI2s7eo
Kam Man,https://www.google.com/maps/contrib/101279278877279137873/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu0MtA31lUVp_nYOqCyL-f5R6E10VVCqbFo1Hlef=s128-c0x00000000-cc-rp-mo,5,2 years ago,Excellent wine. Friendly service. A relaxing experience.,1593228898,False,ChIJ4ZSprkEVolQRF385x5xV5SE
Dave,https://www.google.com/maps/contrib/115349659657047658946/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu9FXR6_KiQ3vg9IHGDGiy1eToqGOpgKucYdR7Or4ow=s128-c0x00000000-cc-rp-mo-ba4,5,10 years ago,"Truely, one of North America's original wineries (for Pinot Gris at the least). It shows in the authenticness of the tasting room, the staff (during our tasting, the winemaker came out from the back rooms and spent a while pouring & discussing this year's harvest), and not the least, the wines. Very convenient location, affordable wine, and when it's not busy you can get some great interesting information.",1320692341,False,ChIJOY09IMJIlVQRpTPMLDeAF-Y
Annie Hanson,https://www.google.com/maps/contrib/113839205041704651621/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu2rJTwtygR909CCh-3ei06vlrKZ34g87EPgtFlx=s128-c0x00000000-cc-rp-mo,2,4 years ago,"We had visited several wineries while staying in Oregon last week. This one came recommended but we were terribly disappointed. We arrived a little bit after 11am. We were the only ones there. The man behind the counter we found to be inattentive, and gave me the feeling that he felt very ""put out"" having to deal with us (there was only 2 of us). This was a vast contrast from the welcoming and friendly atmosphere we had experienced at other places so far. The tasting room is crowded with wine barrels and equipment, the view up at the winery is beautiful so we opted to sit outside. Every time we went in for our next tasting he just poured it and then didn't tell us anything about it....what winery doesn't tell you about what you are drinking? This man just couldn't be bothered. I only liked the Syrah but ended up not buying anything (this was the only place I didn't purchase anything). The tasting itself was pricey $20.00 - more than I paid anywhere else. I personally would not go back here, with so many to choose from there is no reason. Hope others have a better experience.",1530539249,False,ChIJqWJnw1kVlVQRsxOCFStREcs
Jen Bloom,https://www.google.com/maps/contrib/111787701660699318770/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu_HxrMsEraAcTRvrPmDhSpdWRCsaZWmMwC4BazdFN8=s128-c0x00000000-cc-rp-mo-ba5,5,6 years ago,"My mother and I absolutely loved our stop here on our wine tour. We purchased two bottles of their ice wine and another white wine that was to die for, and I'm typically a red fan. The scenery was beautiful and the staff was incredibly helpful. Really enjoyed sitting outside enjoying the weather while we tasted a variety of wines.",1465849006,False,ChIJddLIQcE_lVQRx0_Di8fTizg
Max B,https://www.google.com/maps/contrib/103393121382180674788/reviews,,,https://lh3.googleusercontent.com/a-/ACNPEu91Ea5_r_ioYZk-XF_-zU03p6KxY-HO08e52Hp6FEI=s128-c0x00000000-cc-rp-mo-ba4,5,4 months ago,,1655917506,False,ChIJD8AtMrJrlVQRUuqG5P1zHFI
Magdalyn Elizabeth,https://www.google.com/maps/contrib/100838946638645963954/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu8u1Q-hnX8CnMJfOsLqW-bjD-r1ccGCRKEdBdpleEA=s128-c0x00000000-cc-rp-mo-ba4,4,a year ago,The court yard was lovely. We loved watching the bees buzz around the large lavender bushes. We had a white wine lover and this was the only place that served a Chardonnay and Riesling. They also offered a cheese board for purchase and we noticed other wineries didn’t offer food. Rating this 4 stars because the views from the website do not represent the views you’ll have while seated. Our server was low energy.,1626636959,False,ChIJUygBx6U4lVQRcoRiiyxSX0E
Tim Hoffman,https://www.google.com/maps/contrib/105078521711390214693/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu0Wvmr9_6in2h2ycIwNVXMbYlLnluvQXMspRKXV=s128-c0x00000000-cc-rp-mo,5,4 months ago,Beautiful patio area under the trees. Super nice and knowledgeable staff and excellent wines.  Must stop in.  Halfway between Eugene and Corvallis.,1655787545,False,ChIJVwz6Uv9UwFQR4DxPw4BLxRY
Matt Wellumson,https://www.google.com/maps/contrib/111025253317439441493/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu8iiX3nBr2IJXjHKFe8V-1_MSL_9kF6BBHyQXuWYw=s128-c0x00000000-cc-rp-mo-ba5,5,3 months ago,"Great atmosphere, came on a quiet Monday and mostly had the place to myself. Their take on wine is quite unique and very good. I really enjoy the Pinot Gris as well as the cuvée probably worth getting a bottle of both!",1658779769,False,ChIJ0Wg7T5yq6lQRJKYZZfiLfNY
A H,https://www.google.com/maps/contrib/104940108418251622052/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu0y31tcr-PX61c6btavNQO8Y0Mcpt3Z3R8UkUVW=s128-c0x00000000-cc-rp-mo-ba4,5,a year ago,"Delicious wood fire margarita pizza
Face rock creamery cheese & crackers
Fair prices & friendly faces- thank you!",1634505050,False,ChIJP6YY-PUZxFQRcNX4gfED1dY
Daniel Spitzer,https://www.google.com/maps/contrib/111392069415317047549/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu3jWs-9otCrJwS9Mza-RuOqEqGmPgJYxszaQYuI=s128-c0x00000000-cc-rp-mo,5,a month ago,Great wine. Great staff. Lots of fun.,1662308053,False,ChIJyS-YaWlqolQRBi8ZSO8OqCc
Tania Tran,https://www.google.com/maps/contrib/116830540217289806469/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu-RO1LBqIJj4UZeE1Jus_QFKfiEH0XkYqq2gQJZTLE=s128-c0x00000000-cc-rp-mo-ba3,5,3 years ago,"Delicious Spanish wines and beautiful grounds! We especially enjoyed the ambiance - sitting on the patio on a sunny day while listening to Spanish music. Relaxing view of vineyards, water fountains, and birds.",1559175458,False,ChIJ-9G5FrpDolQRdju0bfr0ckk
Jeffrey Johnston,https://www.google.com/maps/contrib/103787972491188187570/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu_wlIPiAlr8epHX-rx5-jWGxnZj1LwgN9q_KokI=s128-c0x00000000-cc-rp-mo,5,a month ago,"While the wine is nice and venue idyllic, what prompts me to take the time (rare) to craft a review and give Beacon Hill a 5-Star rating is the hospitality.  I wanted to show some friends Tony Soter's first Oregon vineyard so we popped in for a tasting.  It just so happened that our impromptu visit late in the afternoon coincided with a pre-emptive power shutoff due to wildfire activity.  Have you ever seen a street-corner performer simultaneously playing drums, harmonica and accordion?  In this instance the one-man band was Tyson, the GM for Beacon Hill. He could have easily shut down the property but was steadfast in giving his guests a great experience in spite of the challenges of not having refrigeration and other amenities.  I greatly value ingenuity and creativity in the face of adversity especially where hospitality is involved, cheers to Tyson for having customer care as his number one objective. It turned out to be a fun shared experience, we all gave him a nice and well-deserved toast and  I look forward to the next visit when the switch is turned back on!",1663717375,False,ChIJP4oE-mI4lVQRCRDI6MT_Uvc
Asher Faber,https://www.google.com/maps/contrib/110005650473752209966/reviews,,,https://lh3.googleusercontent.com/a-/ACNPEu_aTKi7Rh_rCkirCUrInpgpsPG8At6J7YFaYZjufA=s128-c0x00000000-cc-rp-mo-ba4,3,5 years ago,,1503267926,False,ChIJj2Qvl94ZxFQRzzpRcggMpY8
Paige Stinebaugh,https://www.google.com/maps/contrib/103452969652294589646/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu8lesUnywHy0KjTjHEcKNvZchTkDQx8DgZicDqkgA=s128-c0x00000000-cc-rp-mo-ba4,5,4 years ago,This is definitely one of Walla walla’s most well known and premier wineries. After a short drive through he vines you find yourself in a great tasting room right in the vines! Lots of parking and a great open deck for sipping your wine away. We sampled about 5 reds and enjoyed all of the immensely. If you’re on the south side be sure to stop here!,1518803424,False,ChIJH5S1EzVColQR8lHZ-Cfcytc
Madison King,https://www.google.com/maps/contrib/105206200411867701134/reviews,,,https://lh3.googleusercontent.com/a/ALm5wu0end-x_EvkzObC47vA_YEtp_G8pVuFxr6MyiJV=s128-c0x00000000-cc-rp-mo,5,a year ago,,1629385551,False,ChIJkeT9BsghwVQRooOxSS2xBoc
robert tiedeman jr,https://www.google.com/maps/contrib/112482422716491482102/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu2WU6968KOUfET1GVBHVG09nYEYg5fvCkiICwfC=s128-c0x00000000-cc-rp-mo,5,6 months ago,We enjoyed a wonderful tasting here and bought a CPL bottles. The young lady that walked us through our tasting was so sweet and informative. She really knew the wines. The landscape and views were as nice as the wines. We loved the rustic and natural atmosphere as opposed to some of the more sleek and modern wineries we have visited. The music was relaxing and a perfect volume. Just an overall lovely experience.,1649821247,False,ChIJlavJJWRrlVQRZ1HT7t4_eho
V M,https://www.google.com/maps/contrib/115454941372543762511/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu-jfj2XKdhDUEAORiu_fGsjcR0mR0oTkqTOiQ9AgQ=s128-c0x00000000-cc-rp-mo-ba5,5,10 months ago,"I love this winery! The place is beautiful! It looks like a vineyard that you would find somewhere in Italy.  They're very friendly and knowledgeable about their wines.
They just opened up their new tasting room and it is so so beautiful!! I couldn't take pictures of the inside... I guess I'm going to have to go back to do it 😏",1638856233,False,ChIJIVweGlYTlVQR_NyQpg103p4
Matias Sanchez,https://www.google.com/maps/contrib/103494632482863141237/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu9_KxmtH9_S6K8VUdVGpMPO23wjZtNTXqFFYajJfMk=s128-c0x00000000-cc-rp-mo,5,4 years ago,The wine here blows my mind away!,1533678636,False,ChIJPyUzT_0WlVQRPplhbRhoBv8
Chas Jones,https://www.google.com/maps/contrib/100431423731265254062/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu8kz9kicPOvnhewPUcKTCyp86K3YJGfImyMRI8FDQ=s128-c0x00000000-cc-rp-mo-ba4,3,5 years ago,"Average wine tasting experience in downtown Philomath. Wine club is a good deal with free tastings, wine discount, and no purchase obligation.",1484824883,False,ChIJ1_Wx2YM4wFQR_XpeBVyu5OY
Rebecca s,https://www.google.com/maps/contrib/111658523157475978214/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu8UqEz1htzDbCYKZH7SM1BqPRFyarqThyLTJulK=s128-c0x00000000-cc-rp-mo-ba5,5,2 years ago,So good! Amazing location and phenomenal wine! Highly recommend coming here.,1601841254,False,ChIJQXrpeGJqolQRcWwGiWeDXoA
Jack Holley,https://www.google.com/maps/contrib/113057126354306710369/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu10x06ABKa81FEaAWuN55qmT-hLyW4mC3Lx0oUk=s128-c0x00000000-cc-rp-mo,4,a week ago,Good wine.   Good food.   Good atmosphere.   Good setting.,1666041571,False,ChIJ36P7AXQFwVQRKGN8GaJT4x0
Madison Roszak,https://www.google.com/maps/contrib/116023154988632429908/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu80P6hQrpenqfUJkEl2QZzF3nI4CcDIhIPlCEL_pQ=s128-c0x00000000-cc-rp-mo,5,a year ago,"I had such a wonderful time at left coast estate! Thank you, Sue, for taking such great care of us! We ordered flights which was very fun. I'm usually a red wine drinker but the whites were not too sweet so I enjoyed them more than usual. The highlight, though, was the queen bee bubbly! There's some sort of process with their own bees that feeds the yeast that are little balls on the bottom. I think, I don't really remember the science, but it was freakin' amazing! One of the best sparkling wines of my life. We also got a couple charcuterie boards which was packed with tasty snacks and cheeses (the onion one was !!! so good, followed by the merlot as my fav). They were very accommodating to keep the nuts in a separate bowl because I'm allergic. Though they were out of the Italian meats, the turkey panini with aoli was incredibly flavorful and filling. The service was amazing. Sue was very knowledgeable, attentive but not intrusive, and seemed infested in us having an amazing experience. The scenery is beautiful as well, I didn't know this part of Oregon had a big wine scene (I lived down here for a year six years ago but I was just back visiting). The estate is nestled in rolling hills and farmland with a small body of water as you enter and tall trees around the tasting area. I wish I lived closer, I'd be back a billion times, especially for that bubbly!",1627653981,False,ChIJkaHszW2r6lQRNe-crjrns5o
Jesus Verdugo,https://www.google.com/maps/contrib/108691888130571134725/reviews,,,https://lh3.googleusercontent.com/a/ALm5wu1l1AibPWz48LdcM9YRzvWYt9Ri2-xJ1tThMgj3=s128-c0x00000000-cc-rp-mo,5,8 months ago,,1646083248,False,ChIJD8G5c2lqolQRRBxNCEFs0NQ
c daug,https://www.google.com/maps/contrib/118178197956401443305/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu10PYfwFtLellPki2B4trVmrr7fTLLu03egq7zh=s128-c0x00000000-cc-rp-mo,5,a year ago,Thank you Gary and Lynn. We appreciate great customer service. Thanks,1627582816,False,ChIJgdjxjCEjxFQR9qCx7V8hYfY
Ryan Jones,https://www.google.com/maps/contrib/115765614978206526863/reviews,,,https://lh3.googleusercontent.com/a-/ACNPEu9t_DP4m8Np2P1xlw2g4j5vBxy9zo_rfkugvm-cPQ=s128-c0x00000000-cc-rp-mo-ba3,5,4 years ago,,1524351502,False,ChIJpVBrF1KnlVQRfhZoupOviT4
Cassi Johnson,https://www.google.com/maps/contrib/115700455019643100358/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu8kjceeEdP98FxxLPfn_iPRvRNAsXtkhs62dE4Xbw=s128-c0x00000000-cc-rp-mo,5,a year ago,"Great spot for our Bachelorette party.  Great service, food, and of course wine!",1627795364,False,ChIJVfYnVGdZpFQR8X47_NgHmWo
Daphne Schultz,https://www.google.com/maps/contrib/113435021590245525186/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu8mlzutPUb4DExQZEXDeA_8ZZBB4RRGllomKskF_Dc=s128-c0x00000000-cc-rp-mo-ba3,5,4 years ago,Tasting room for local wine made in Baker County by Travis Cook and his family runs the winery and his sister Cody serves up cheese. I love the Merlot and the sparkling white wine on tap! Great service and atmosphere!,1527989148,False,ChIJC8FEpTHppFQRxUVfOt0xZvk
Eric Villman,https://www.google.com/maps/contrib/112110670109465904757/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu9e1M5cpwDWiO2OOLc6JrEzVex0-NIyU6PtSCQnSw=s128-c0x00000000-cc-rp-mo-ba3,5,2 months ago,"Nice tasting room a bit off the path. If you know where Champoeg park is, it's right near that.
Beautiful tasting area, a rustically decorated modern barn. The wine was enjoyable with a comprehensive selection for their tasting menu. They have a very impressive selection of charcuterie items.",1660774655,False,ChIJo2XmyitolVQRbXHbCFguAdU
Karen Doss,https://www.google.com/maps/contrib/112988311835187181894/reviews,,,https://lh3.googleusercontent.com/a-/ACNPEu-7SpiC7ALrlBqWnz-_yqsJWH6scA-RPt02i_QdnFE=s128-c0x00000000-cc-rp-mo-ba3,5,a year ago,,1615836362,False,ChIJm3c7lPRAlVQRuaHtEOs-UN4
Edith Cushing,https://www.google.com/maps/contrib/117920851604754328572/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu33Grw5NaMjX1ZeKYERUtZgTyjPhk3fN0rrgHOL=s128-c0x00000000-cc-rp-mo,1,3 months ago,"Served from a tiny window, felt as if we were bothering them and felt very rushed. Fastest 4 tastings I have ever had.",1658538083,False,ChIJJyem-IMTwFQRIDvFuH85wfM
Mateo Bedoya,https://www.google.com/maps/contrib/107132722436696559037/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu2u9MF18X1DE9Dql78VJDn0_FGbtjuB5w-UUzhi=s128-c0x00000000-cc-rp-mo,5,3 years ago,"Great experience! Simple, unpretentious place with great wines and nice people. I liked the fact that I had to call the staff once I arrived and he came straight from working on the vineyard. We had a nice talk about winemaking. It made me feel closer to the grapes than most of the wineries visits I had during my trip.
This was what I was looking for when I planned my wine tasting trip!",1558800037,False,ChIJjY_fnzJBxFQRsXCsLBepZ2Y
KAREN BLAIR,https://www.google.com/maps/contrib/115503516103436998407/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu9SUy87NqQsRPzpufZSha46IBTd0SNyyfJytkuTkQ=s128-c0x00000000-cc-rp-mo-ba4,5,4 months ago,A friend's Wedding right there in the middle of the vineyard!!! Beautiful setting!!,1654399591,False,ChIJ22vW2sjFolQRohtq-192_d0
Adam Clay,https://www.google.com/maps/contrib/118232536470405300469/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu-w227RXCV1ZvlHrN6VswnHuDWu2ym5M5AUVvmRuSo=s128-c0x00000000-cc-rp-mo-ba4,4,11 years ago,They have a couple of really nice wines.,1307039813,False,ChIJJY-MdOhNlVQRCqCbnKtdtKM
Paul Christofanelli,https://www.google.com/maps/contrib/117168484510029462966/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu-Y_oDOWoO1iKx8kqYVHyUJ4sFIkr1IYVRf52HkLw=s128-c0x00000000-cc-rp-mo,5,2 months ago,"Great place, nice wine selections, nice pours, chocolate with the port, everything one could want!",1661637134,False,ChIJWVWjowhXwVQRRF_91U0QSSE
Carolyn Hellwege,https://www.google.com/maps/contrib/103546783406411527643/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu1e2TqLJaDvihNQkbemsuVXKikCjU7OFwqnDkSu=s128-c0x00000000-cc-rp-mo,4,3 months ago,Was very enjoyable  we are people  who enjoy J Scott wine.,1658542768,False,ChIJmTGBLT4fwVQRAQKcK3r8iko
Wynterly Clovis,https://www.google.com/maps/contrib/103996260140507029804/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu_NUGcUX6vdab91ecZNNh3LvCQpmCHxFbW7xzzNbCU=s128-c0x00000000-cc-rp-mo-ba5,5,2 years ago,We sat outside near the vines. It was so romantic. The server was extremely nice. The wine was delish. We ended up buying a bottle. Highly recommend.,1594564055,False,ChIJCX2rOPLwv1QRFCK2BKVIZ6s
AJ Hermandorfer,https://www.google.com/maps/contrib/103800938983749544320/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu_lMsVHlxGP-2u2kpQvrvnjdRwP2AzRWA_v8fEF=s128-c0x00000000-cc-rp-mo,5,4 years ago,This was by far our favorite tasting room in the Mcminnville area. Ben was a phenomenal host and made the entire experience so great. He let us taste a wide variety of wines while doing an excellent job answering all of our questions. Great wine with a very welcoming tasting room.,1533068850,False,ChIJ8aRHHMNIlVQRQnGaf0_Goq8
Dayna Del Mar,https://www.google.com/maps/contrib/100070858094963289342/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu_MYAefm0TvQcLcnMz1cfpGYqu_T5vOEyH8VM30Mg=s128-c0x00000000-cc-rp-mo-ba4,5,6 years ago,"Super friendly, top notch staff with great wine knowledge! Love, love, love their oaked, delicious 2013 Guadalupe Pinot Gris. Seriously, I didn't know such a thing existed and it changed my life! Really cute wine tasting room with generous cheese platters and locally displayed art.",1471922486,False,ChIJibeHC8I_lVQRRUEMX0sGxnk
Signe Mortensen,https://www.google.com/maps/contrib/100839928986550784610/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu-PVHZ1yVlmdwz4kmQnpVcbVWXl7IFkI4UJGolF=s128-c0x00000000-cc-rp-mo,5,a year ago,"We just had our Dad's 80th Birthday on the Vineyard and it was an incredible experience!  Lynette and Bob were the most gracious hosts and treated us like family.  They were super accommodating with all my decorations and considerations for the comfort of our group - especially with Covid still on the mind! We were able to feel safe and secure while enjoying our family experience! They provided the canopies, tables and chairs. The Homestead Picnic area was beautifully picturesque with Hood in the distance as the backdrop for the Vineyard (on a clear day at least)!

And did I mention the wine?  Lynette treated us to tastings of all their very best wines and had a special bottle waiting for my Dad when he arrived.  I especially enjoyed the Chardonnay and brought a bottle home to remember our time!  Quite a few of my family members bought additional bottles on our way out as we thanked Lynette for her hospitality!

The only thing to be aware of is that the drive up is very steep on a gravel road (to be expected at a Vineyard!) so bring your vehicle that can grip the road on the way up.  But the reward at the top of the hill is MORE than worth it.

Just do it.  Enjoy the wine and enjoy the view.

Thank you Lynette and team!
The ""Mortensens""",1629124982,False,ChIJk8AyJCMJllQR5nx396gJhgc
Kent Beaber,https://www.google.com/maps/contrib/104594524402409406976/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu9M5ZAceUP7K0si53ujhlcSRHrF2DGVV0FG-T9kMA=s128-c0x00000000-cc-rp-mo-ba3,4,a year ago,Authentic and unique. They are innovative in approach- both leading the revival of  the ancient clay amphorae method of creating wine as well as cultivating and producing delicious lesser known varietals.,1630385116,False,ChIJFdNgwmNplVQRXBrRCOLMckk
Jill Bianchi,https://www.google.com/maps/contrib/108719921217002737989/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu8tOv08CUGVR6mLTpVH0B46z06gNCUNx7qHysNPDA=s128-c0x00000000-cc-rp-mo,5,a year ago,This is one of my favorite wineries here in a OR. The white wines are just so delicious and smooth and totally affordable. The reds are also incredible and a bit fancier and worth every penny. They are also pet friendly. Huge lawn is a fabulous place to relax. Family owned and Beatrice and her mom are always so nice!,1634529987,False,ChIJMSbWUPpNlVQR1MkBJSsgj0Y
Bronson Creek,https://www.google.com/maps/contrib/103691537358029403646/reviews,,,https://lh3.googleusercontent.com/a/ALm5wu0huQARktQuh15mlCGfwUHu1slttNHbrNjRE054=s128-c0x00000000-cc-rp-mo,5,4 years ago,,1516421502,False,ChIJp3JTBYtAlVQRWNjBaSgUZGo
Bryan Blair,https://www.google.com/maps/contrib/100555348666891815207/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu1E29SfjEZRZ4ov_HLnLYVeErwkTo7wGQHjXE3L=s128-c0x00000000-cc-rp-mo,5,2 years ago,Very lovely indeed,1595487960,False,ChIJ-cbq2qUxwVQRrpkiGzmha1s
Graham M,https://www.google.com/maps/contrib/117236778880737385525/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu9R6cqusqTP-FwR7namHLOUl3puPzAeaKOtGHUXOA=s128-c0x00000000-cc-rp-mo-ba4,5,a month ago,"Simply breathtaking. Incredible wine for all types of people with breath taking views!

The culinary program here is remarkable. You can go for a standard tasting and order from a small pantry menu. This menu is much more then just charcuteries (which they have too), great option for lunch.

They also offer a Provisions tasting which is multi courses all sourced from their biodynamic farm. The quality of ingredients is wonderful and rotates seasonally.

There sparkling brute rose is one of my favorites. Post tasting you can see stunning 360 views of the valley. Soter is some special for sure.",1661789674,False,ChIJTU2OG5w4lVQRrDuNGLmBUbM
Sonya C,https://www.google.com/maps/contrib/114073428148522876465/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu3s_dl8OFRzkMvB-2fZuj-FAMTOEIKAYxxjFp9t=s128-c0x00000000-cc-rp-mo,5,3 months ago,What a great family owned winery.  So great!!! A gem in the valley,1656737025,False,ChIJ0WqRrXv7v1QRRW4uXuXu8s8
A B Cannon,https://www.google.com/maps/contrib/110986433584225921384/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu_Hv7-uxq-IyOu1gmr5oZZQ_4CWOOPrvKVTMMewtQ=s128-c0x00000000-cc-rp-mo-ba2,2,3 years ago,"Atmosphere and service can greatly affect an experience, and I would say the stuffy (read pretentious) atmosphere, coupled with lackluster service left much to be desired. Wine was okay, but our primary server was terse and provided little information about the wines, even with prompting. While Mark Ryan came highly recommended by other proprietors, I wouldn't recommend this tasting room if you're looking for a laid back and welcoming environment. If you're wanting something purely transactional, go for it.",1568524217,False,ChIJly6JF2NqolQRggxngApCIEU
Iam Human,https://www.google.com/maps/contrib/102210360965532919321/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu_2yFCvZbG9YD-g8vtjQSa2QFZDZuFil3dNngG2Sw=s128-c0x00000000-cc-rp-mo-ba4,5,11 months ago,"We slide into the spot 40 minutes before closing, no problems!  Bryan was fantastic even at the end of the day, plenty of energy, knowledgeable and fun.  Tastings was great and loved the sparkling and Pinot noir flight. Must go!",1636850678,False,ChIJAzo9JZRUlVQR8WVYDGuY5Eg
