price,rating,title,source,designation,winery,category,vintage,ava,region,province,country,varietal
$15,86,Château Bianca 2012 Pinot Gris (Willamette Valley),Wine Enthusiast,,Château Bianca,White,2012,Willamette Valley,Willamette Valley,Oregon,US,Pinot Gris
$24,90,Chehalem 2012 Ridgecrest Vineyards Grüner Veltliner (Ribbon Ridge),Wine Enthusiast,Ridgecrest Vineyards,Chehalem,White,2012,Ribbon Ridge,Willamette Valley,Oregon,US,Grüner Veltliner
$14,88,ENSO NV Resonate White #5 Pinot Gris (Washington-Oregon),Wine Enthusiast,Resonate White #5,ENSO,White,,,,,,Pinot Gris
$15,86,Abacela NV Vintner's Blend #13 Red Table Wine Red (Southern Oregon),Wine Enthusiast,Vintner's Blend #13 Red Table Wine,Abacela,Red,,,Southern Oregon,Oregon,US,Red Blends
,91,WillaKenzie Estate 2011 Estate Grown Pinot Blanc (Willamette Valley),Wine Enthusiast,Estate Grown,WillaKenzie Estate,White,2011,Willamette Valley,Willamette Valley,Oregon,US,Pinot Blanc
$52,89,Echo Ridge 2010 Merlot (Columbia Valley (OR)),Wine Enthusiast,,Echo Ridge,Red,2010,Columbia Valley (OR),Oregon Other,Oregon,US,Merlot
$40,89,ENSO 2011 Bieze Vineyard The Prince Pinot-Chardonnay (Eola-Amity Hills),Wine Enthusiast,Bieze Vineyard The Prince,ENSO,Red,2011,Eola-Amity Hills,Willamette Valley,Oregon,US,Pinot-Chardonnay
$26,88,Kramer 2010 Brut Sparkling (Oregon),Wine Enthusiast,Brut,Kramer,Sparkling,2010,,Oregon Other,Oregon,US,Sparkling Blend
$13,88,A to Z 2012 Chardonnay (Oregon),Wine Enthusiast,,A to Z,White,2012,,Oregon Other,Oregon,US,Chardonnay
$20,89,Sineann 2012 Riesling (Willamette Valley),Wine Enthusiast,,Sineann,White,2012,Willamette Valley,Willamette Valley,Oregon,US,Riesling
$14,86,Windy Bay 2011 Pinot Noir (Oregon),Wine Enthusiast,,Windy Bay,Red,2011,,Oregon Other,Oregon,US,Pinot Noir
$70,94,King Estate 2009 Domaine Pinot Noir (Oregon),Wine Enthusiast,Domaine,King Estate,Red,2009,,Oregon Other,Oregon,US,Pinot Noir
$27,87,King Estate 2011 Signature Collection Pinot Noir (Oregon),Wine Enthusiast,Signature Collection,King Estate,Red,2011,,Oregon Other,Oregon,US,Pinot Noir
$30,87,Willamette Valley Vineyards 2010 Estate Pinot Noir (Willamette Valley),Wine Enthusiast,Estate,Willamette Valley Vineyards,Red,2010,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$18,87,Season 2012 Transparency White Table Wine White (Southern Oregon),Wine Enthusiast,Transparency White Table Wine,Season,White,2012,,Southern Oregon,Oregon,US,White Blend
$21,83,Pali 2011 Alphabets Pinot Noir (Willamette Valley),Wine Enthusiast,Alphabets,Pali,Red,2011,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$80,95,Bergström 2010 Sigrid Chardonnay (Willamette Valley),Wine Enthusiast,Sigrid,Bergström,White,2010,Willamette Valley,Willamette Valley,Oregon,US,Chardonnay
$34,89,Winter's Hill 2009 Estate Pinot Noir (Dundee Hills),Wine Enthusiast,Estate,Winter's Hill,Red,2009,Dundee Hills,Willamette Valley,Oregon,US,Pinot Noir
$14,88,Erath 2011 Pinot Gris (Oregon),Wine Enthusiast,,Erath,White,2011,,Oregon Other,Oregon,US,Pinot Gris
$30,87,Abacela 2009 Tannat (Umpqua Valley),Wine Enthusiast,,Abacela,Red,2009,Umpqua Valley,Southern Oregon,Oregon,US,Tannat
$28,86,Melrose 2009 Estate Grown Pinotage (Umpqua Valley),Wine Enthusiast,Estate Grown,Melrose,Red,2009,Umpqua Valley,Southern Oregon,Oregon,US,Pinotage
$22,85,Siduri 2011 Pinot Noir (Willamette Valley),Wine Enthusiast,,Siduri,Red,2011,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$48,92,Le Cadeau 2010 Côte Est Pinot Noir (Oregon),Wine Enthusiast,Côte Est,Le Cadeau,Red,2010,,Oregon Other,Oregon,US,Pinot Noir
$50,88,Troon 2008 Reserve Syrah (Applegate Valley),Wine Enthusiast,Reserve,Troon,Red,2008,Applegate Valley,Southern Oregon,Oregon,US,Syrah
$18,87,Troon 2011 '72 Vermentino (Applegate Valley),Wine Enthusiast,'72,Troon,White,2011,Applegate Valley,Southern Oregon,Oregon,US,Vermentino
$22,85,Amalie Robert 2010 Her Silhouette Chardonnay (Willamette Valley),Wine Enthusiast,Her Silhouette,Amalie Robert,White,2010,Willamette Valley,Willamette Valley,Oregon,US,Chardonnay
$48,94,Tendril 2009 Pinot Noir (Willamette Valley),Wine Enthusiast,,Tendril,Red,2009,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$15,93,The Eyrie Vineyards 2010 Estate Pinot Gris (Dundee Hills),Wine Enthusiast,Estate,The Eyrie Vineyards,White,2010,Dundee Hills,Willamette Valley,Oregon,US,Pinot Gris
$25,92,Ken Wright 2010 Pinot Blanc (Willamette Valley),Wine Enthusiast,,Ken Wright,White,2010,Willamette Valley,Willamette Valley,Oregon,US,Pinot Blanc
$27,90,Carabella 2009 Dijon 76 Estate Chardonnay (Chehalem Mountains),Wine Enthusiast,Dijon 76 Estate,Carabella,White,2009,Chehalem Mountains,Willamette Valley,Oregon,US,Chardonnay
$13,89,Wine by Joe 2009 Pinot Noir (Oregon),Wine Enthusiast,,Wine by Joe,Red,2009,,Oregon Other,Oregon,US,Pinot Noir
$14,86,Wine by Joe 2010 Pinot Blanc (Oregon),Wine Enthusiast,,Wine by Joe,White,2010,,Oregon Other,Oregon,US,Pinot Blanc
$14,86,Wine by Joe 2010 Pinot Gris (Oregon),Wine Enthusiast,,Wine by Joe,White,2010,,Oregon Other,Oregon,US,Pinot Gris
$21,86,Abacela 2009 Tempranillo (Southern Oregon),Wine Enthusiast,,Abacela,Red,2009,,Southern Oregon,Oregon,US,Tempranillo
$14,84,Wine by Joe 2010 Chardonnay (Oregon),Wine Enthusiast,,Wine by Joe,White,2010,,Oregon Other,Oregon,US,Chardonnay
$50,92,Pamplin 2008 Proprietary Red Red (Columbia Valley (WA)),Wine Enthusiast,Proprietary Red,Pamplin,Red,2008,Columbia Valley (WA),Columbia Valley,Washington,US,Bordeaux-style Red Blend
$16,87,Locati Cellars 2009 Pinot Grigio (Walla Walla Valley (WA)),Wine Enthusiast,,Locati Cellars,White,2009,Walla Walla Valley (WA),Columbia Valley,Washington,US,Pinot Grigio
$32,94,Scott Paul 2009 La Paulée Pinot Noir (Dundee Hills),Wine Enthusiast,La Paulée,Scott Paul,Red,2009,Dundee Hills,Willamette Valley,Oregon,US,Pinot Noir
$42,94,Archery Summit 2010 AB OVO Pinot Gris (Dundee Hills),Wine Enthusiast,AB OVO,Archery Summit,White,2010,Dundee Hills,Willamette Valley,Oregon,US,Pinot Gris
$32,90,Illahe 2008 Reserve Pinot Noir (Willamette Valley),Wine Enthusiast,Reserve,Illahe,Red,2008,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$14,88,Foris 2010 Pinot Blanc (Rogue Valley),Wine Enthusiast,,Foris,White,2010,Rogue Valley,Southern Oregon,Oregon,US,Pinot Blanc
$30,87,Firesteed 2007 Pinot Noir (Willamette Valley),Wine Enthusiast,,Firesteed,Red,2007,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$13,86,Kings Ridge 2010 Riesling (Oregon),Wine Enthusiast,,Kings Ridge,White,2010,,Oregon Other,Oregon,US,Riesling
$18,92,Yamhill Valley 2009 Riesling (McMinnville),Wine Enthusiast,,Yamhill Valley,White,2009,McMinnville,Willamette Valley,Oregon,US,Riesling
$17,86,Pali 2010 Sunset Rosé (California-Oregon),Wine Enthusiast,Sunset,Pali,Rose,2010,,,,,Rosé
$50,89,Vidon Vineyard 2009 Hans Clone Pommard Pinot Noir (Chehalem Mountains),Wine Enthusiast,Hans Clone Pommard,Vidon Vineyard,Red,2009,Chehalem Mountains,Willamette Valley,Oregon,US,Pinot Noir
$36,88,Expression 44° 2009 Pinot Noir (Eola-Amity Hills),Wine Enthusiast,,Expression 44°,Red,2009,Eola-Amity Hills,Willamette Valley,Oregon,US,Pinot Noir
$62,94,The Eyrie Vineyards 2007 Reserve Pinot Noir (Dundee Hills),Wine Enthusiast,Reserve,The Eyrie Vineyards,Red,2007,Dundee Hills,Willamette Valley,Oregon,US,Pinot Noir
$39,94,Sineann 2009 Old Vine Zinfandel (Columbia Valley (OR)),Wine Enthusiast,Old Vine,Sineann,Red,2009,Columbia Valley (OR),Oregon Other,Oregon,US,Zinfandel
$24,92,Seven of Hearts 2009 Crawford Beck Vineyard Chardonnay (Eola-Amity Hills),Wine Enthusiast,Crawford Beck Vineyard,Seven of Hearts,White,2009,Eola-Amity Hills,Willamette Valley,Oregon,US,Chardonnay
$32,91,Adelsheim 2009 Pinot Noir (Willamette Valley),Wine Enthusiast,,Adelsheim,Red,2009,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$22,90,Adelsheim 2009 Chardonnay (Willamette Valley),Wine Enthusiast,,Adelsheim,White,2009,Willamette Valley,Willamette Valley,Oregon,US,Chardonnay
$11,88,Waterbrook 2009 Pinot Gris (Columbia Valley (WA)),Wine Enthusiast,,Waterbrook,White,2009,Columbia Valley (WA),Columbia Valley,Washington,US,Pinot Gris
$24,89,Velocity 2007 Red Wine Red (Rogue Valley),Wine Enthusiast,Red Wine,Velocity,Red,2007,Rogue Valley,Southern Oregon,Oregon,US,Red Blends
$52,88,Torii Mor 2008 Eola-Amity Hills Select Pinot Noir (Eola-Amity Hills),Wine Enthusiast,Eola-Amity Hills Select,Torii Mor,Red,2008,Eola-Amity Hills,Willamette Valley,Oregon,US,Pinot Noir
$18,87,Foris 2008 Pinot Noir (Oregon),Wine Enthusiast,,Foris,Red,2008,,Oregon Other,Oregon,US,Pinot Noir
$19,84,Purple Hands 2009 Red Red (Oregon),Wine Enthusiast,Red,Purple Hands,Red,2009,,Oregon Other,Oregon,US,Red Blends
$30,93,Cowhorn 2009 Viognier (Applegate Valley),Wine Enthusiast,,Cowhorn,White,2009,Applegate Valley,Southern Oregon,Oregon,US,Viognier
$75,91,Trisaetum 2008 Estate Pinot Noir (Willamette Valley),Wine Enthusiast,Estate,Trisaetum,Red,2008,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$100,90,Willamette Valley Vineyards 2008 O'Brien Pinot Noir (Eola-Amity Hills),Wine Enthusiast,O'Brien,Willamette Valley Vineyards,Red,2008,Eola-Amity Hills,Willamette Valley,Oregon,US,Pinot Noir
$100,90,Willamette Valley Vineyards 2008 Fuller Pinot Noir (Willamette Valley),Wine Enthusiast,Fuller,Willamette Valley Vineyards,Red,2008,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$35,90,Willamette Valley Vineyards 2008 Founders' Reserve Pinot Noir (Willamette Valley),Wine Enthusiast,Founders' Reserve,Willamette Valley Vineyards,Red,2008,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$35,89,I'M 2007 Pinot Noir (Willamette Valley),Wine Enthusiast,,I'M,Red,2007,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$12,89,Kings Ridge 2009 Riesling (Oregon),Wine Enthusiast,,Kings Ridge,White,2009,,Oregon Other,Oregon,US,Riesling
$48,89,William Hatcher 2007 Pinot Noir (Willamette Valley),Wine Enthusiast,,William Hatcher,Red,2007,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$17,88,Lumos 2009 Rudolfo Vineyard Pinot Gris (Willamette Valley),Wine Enthusiast,Rudolfo Vineyard,Lumos,White,2009,Willamette Valley,Willamette Valley,Oregon,US,Pinot Gris
$19,87,RouteStock 2009 99W Pinot Noir (Willamette Valley),Wine Enthusiast,99W,RouteStock,Red,2009,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$18,85,Macindoe 2009 Melon de Bourgogne Melon (Yamhill-Carlton),Wine Enthusiast,Melon de Bourgogne,Macindoe,White,2009,Yamhill-Carlton,Willamette Valley,Oregon,US,Melon
$14,85,Castle Rock 2009 Pinot Noir (Willamette Valley),Wine Enthusiast,,Castle Rock,Red,2009,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$22,94,Dowsett Family 2009 Celilo Vineyard Gewürztraminer (Columbia Gorge (WA)),Wine Enthusiast,Celilo Vineyard,Dowsett Family,White,2009,Columbia Gorge (WA),Washington Other,Washington,US,Gewürztraminer
$75,91,Adelsheim 2008 Bryan Creek Vineyard Pinot Noir (Chehalem Mountains),Wine Enthusiast,Bryan Creek Vineyard,Adelsheim,Red,2008,Chehalem Mountains,Willamette Valley,Oregon,US,Pinot Noir
$35,91,Cowhorn 2008 Syrah 74 Syrah (Applegate Valley),Wine Enthusiast,Syrah 74,Cowhorn,Red,2008,Applegate Valley,Southern Oregon,Oregon,US,Syrah
$15,90,Ponzi 2009 Pinot Blanc (Willamette Valley),Wine Enthusiast,,Ponzi,White,2009,Willamette Valley,Willamette Valley,Oregon,US,Pinot Blanc
$20,88,Kestrel 2008 Old Vine Sauvignon Blanc (Columbia Valley (OR)),Wine Enthusiast,Old Vine,Kestrel,White,2008,Columbia Valley (OR),Oregon Other,Oregon,US,Sauvignon Blanc
$47,91,Le Cadeau 2008 Côte Est Pinot Noir (Oregon),Wine Enthusiast,Côte Est,Le Cadeau,Red,2008,,Oregon Other,Oregon,US,Pinot Noir
$25,90,Folin Cellars 2008 Viognier (Rogue Valley),Wine Enthusiast,,Folin Cellars,White,2008,Rogue Valley,Southern Oregon,Oregon,US,Viognier
$15,90,Illahe 2009 Estate Grüner Veltliner (Willamette Valley),Wine Enthusiast,Estate,Illahe,White,2009,Willamette Valley,Willamette Valley,Oregon,US,Grüner Veltliner
$18,89,Z'IVO 2007 Three White Wine White (Washington-Oregon),Wine Enthusiast,Three White Wine,Z'IVO,White,2007,,,,,White Blend
$25,89,King Estate 2008 Domaine Pinot Gris (Oregon),Wine Enthusiast,Domaine,King Estate,White,2008,,Oregon Other,Oregon,US,Pinot Gris
$24,87,Cathedral Ridge 2008 Necessity Red Red (Columbia Valley (OR)),Wine Enthusiast,Necessity Red,Cathedral Ridge,Red,2008,Columbia Valley (OR),Oregon Other,Oregon,US,Red Blends
$16,85,Abacela NV Vintner's Blend #10 Red Table Wine Red (Southern Oregon),Wine Enthusiast,Vintner's Blend #10 Red Table Wine,Abacela,Red,,,Southern Oregon,Oregon,US,Red Blends
$26,85,Cathedral Ridge 2008 Pinot Noir (Columbia Valley (OR)),Wine Enthusiast,,Cathedral Ridge,Red,2008,Columbia Valley (OR),Oregon Other,Oregon,US,Pinot Noir
$20,89,Sineann 2008 Sauvignon Blanc (Marlborough),Wine Enthusiast,,Sineann,White,2008,,,,,Sauvignon Blanc
$30,93,Scott Paul 2007 La Paulée Pinot Noir (Willamette Valley),Wine Enthusiast,La Paulée,Scott Paul,Red,2007,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$50,91,Anne Amie 2007 Estate Pinot Noir (Yamhill-Carlton),Wine Enthusiast,Estate,Anne Amie,Red,2007,Yamhill-Carlton,Willamette Valley,Oregon,US,Pinot Noir
$16,90,Sineann 2008 Red Table Wine Red (Oregon),Wine Enthusiast,Red Table Wine,Sineann,Red,2008,,Oregon Other,Oregon,US,Red Blends
$25,88,Evening Land 2008 Pinot Noir (Oregon),Wine Enthusiast,,Evening Land,Red,2008,,Oregon Other,Oregon,US,Pinot Noir
$16,88,Brandborg 2008 Pinot Gris (Umpqua Valley),Wine Enthusiast,,Brandborg,White,2008,Umpqua Valley,Southern Oregon,Oregon,US,Pinot Gris
$24,93,Thistle 2006 Pinot Noir (Dundee Hills),Wine Enthusiast,,Thistle,Red,2006,Dundee Hills,Willamette Valley,Oregon,US,Pinot Noir
$55,91,De Ponte Cellars 2007 Estate Pinot Noir (Dundee Hills),Wine Enthusiast,Estate,De Ponte Cellars,Red,2007,Dundee Hills,Willamette Valley,Oregon,US,Pinot Noir
$25,87,Novy 2008 Blanc de Pinot Noir (Willamette Valley),Wine Enthusiast,Blanc de,Novy,White,2008,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$27,86,Apolloni 2007 Conti di Val Seriana Soleggio Red (Columbia Valley (OR)),Wine Enthusiast,Conti di Val Seriana Soleggio,Apolloni,Red,2007,Columbia Valley (OR),Oregon Other,Oregon,US,Red Blends
$12,85,Duck Pond 2008 Pinot Gris (Willamette Valley),Wine Enthusiast,,Duck Pond,White,2008,Willamette Valley,Willamette Valley,Oregon,US,Pinot Gris
$75,96,Adelsheim 2007 Winderlea Vineyard Pinot Noir (Dundee Hills),Wine Enthusiast,Winderlea Vineyard,Adelsheim,Red,2007,Dundee Hills,Willamette Valley,Oregon,US,Pinot Noir
$17,89,Amity 2007 Pinot Blanc (Willamette Valley),Wine Enthusiast,,Amity,White,2007,Willamette Valley,Willamette Valley,Oregon,US,Pinot Blanc
$15,88,Chemin de Terre 2006 Red Wine Red (Southern Oregon),Wine Enthusiast,Red Wine,Chemin de Terre,Red,2006,,Southern Oregon,Oregon,US,Red Blends
$15,88,Sawtooth 2005 Syrah (Snake River Valley (ID)),Wine Enthusiast,,Sawtooth,Red,2005,,,,,Syrah
$21,88,Spindrift Cellars 2007 Pinot Noir (Willamette Valley),Wine Enthusiast,,Spindrift Cellars,Red,2007,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$28,86,Rex Hill 2007 Pinot Noir (Willamette Valley),Wine Enthusiast,,Rex Hill,Red,2007,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$85,91,Argyle 2005 Reserve Series Spirithouse Pinot Noir (Dundee Hills),Wine Enthusiast,Reserve Series Spirithouse,Argyle,Red,2005,Dundee Hills,Willamette Valley,Oregon,US,Pinot Noir
$20,90,Sineann 2008 Sauvignon Blanc (Columbia Valley (OR)),Wine Enthusiast,,Sineann,White,2008,Columbia Valley (OR),Oregon Other,Oregon,US,Sauvignon Blanc
$18,90,Methven Family Vineyards 2007 Pinot Gris (Willamette Valley),Wine Enthusiast,,Methven Family Vineyards,White,2007,Willamette Valley,Willamette Valley,Oregon,US,Pinot Gris
$24,88,David Hill 2006 Tempranillo (Rogue Valley),Wine Enthusiast,,David Hill,Red,2006,Rogue Valley,Southern Oregon,Oregon,US,Tempranillo
$18,87,Abacela 2008 Albariño (Umpqua Valley),Wine Enthusiast,,Abacela,White,2008,Umpqua Valley,Southern Oregon,Oregon,US,Albariño
$42,88,Phelps Creek 2007 Cuvée Alexandrine Red (Columbia Gorge (OR)),Wine Enthusiast,Cuvée Alexandrine,Phelps Creek,Red,2007,Columbia Gorge (OR),Oregon Other,Oregon,US,Red Blends
$16,87,Montes 2007 Limited Selection Pinot Noir (Casablanca Valley),Wine Enthusiast,Limited Selection,Montes,Red,2007,,,,,Pinot Noir
$28,91,Carabella 2006 Dijon 76 Chardonnay (Chehalem Mountains),Wine Enthusiast,Dijon 76,Carabella,White,2006,Chehalem Mountains,Willamette Valley,Oregon,US,Chardonnay
$39,90,Vidon Vineyard 2007 Three Clones Pinot Noir (Chehalem Mountains),Wine Enthusiast,Three Clones,Vidon Vineyard,Red,2007,Chehalem Mountains,Willamette Valley,Oregon,US,Pinot Noir
$38,90,De Ponte Cellars 2006 Pinot Noir (Dundee Hills),Wine Enthusiast,,De Ponte Cellars,Red,2006,Dundee Hills,Willamette Valley,Oregon,US,Pinot Noir
$16,88,Sineann 2007 Red Table Wine Red (Oregon),Wine Enthusiast,Red Table Wine,Sineann,Red,2007,,Oregon Other,Oregon,US,Red Blends
$18,88,Coelho 2007 Renovação Pinot Gris (Willamette Valley),Wine Enthusiast,Renovação,Coelho,White,2007,Willamette Valley,Willamette Valley,Oregon,US,Pinot Gris
$39,88,Siduri 2006 Shaw Mountain Vineyard Pinot Noir (Willamette Valley),Wine Enthusiast,Shaw Mountain Vineyard,Siduri,Red,2006,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$39,88,Siduri 2006 Hawk's View Vineyard Pinot Noir (Willamette Valley),Wine Enthusiast,Hawk's View Vineyard,Siduri,Red,2006,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$39,87,Siduri 2006 Arbre Vert Vineyard Pinot Noir (Willamette Valley),Wine Enthusiast,Arbre Vert Vineyard,Siduri,Red,2006,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$19,87,Siduri 2007 Pinot Noir (Willamette Valley),Wine Enthusiast,,Siduri,Red,2007,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$15,86,Abacela NV Vintner's Blend #9 Red Table Wine Red (Southern Oregon),Wine Enthusiast,Vintner's Blend #9 Red Table Wine,Abacela,Red,,,Southern Oregon,Oregon,US,Red Blends
$18,85,Wy'East Vineyards 2007 Pinot Gris (Columbia Gorge (OR)),Wine Enthusiast,,Wy'East Vineyards,White,2007,Columbia Gorge (OR),Oregon Other,Oregon,US,Pinot Gris
$45,90,Lachini 2006 Ana Vineyard Pinot Noir (Dundee Hills),Wine Enthusiast,Ana Vineyard,Lachini,Red,2006,Dundee Hills,Willamette Valley,Oregon,US,Pinot Noir
$19,88,Spindrift Cellars 2007 Spinnaker Pinot Noir (Oregon),Wine Enthusiast,Spinnaker,Spindrift Cellars,Red,2007,,Oregon Other,Oregon,US,Pinot Noir
$15,86,Silvan Ridge 2006 Chardonnay (Oregon),Wine Enthusiast,,Silvan Ridge,White,2006,,Oregon Other,Oregon,US,Chardonnay
$42,92,Sineann 2007 Maresh Vineyard Pinot Noir (Willamette Valley),Wine Enthusiast,Maresh Vineyard,Sineann,Red,2007,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$47,89,Le Cadeau 2006 Diversité Pinot Noir (Willamette Valley),Wine Enthusiast,Diversité,Le Cadeau,Red,2006,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$16,88,Ross Andrew 2007 Meadow White Wine White (Oregon),Wine Enthusiast,Meadow White Wine,Ross Andrew,White,2007,,Oregon Other,Oregon,US,White Blend
$20,87,A to Z 2007 Pinot Noir (Oregon),Wine Enthusiast,,A to Z,Red,2007,,Oregon Other,Oregon,US,Pinot Noir
$22,86,Firesteed 2005 Pinot Noir (Willamette Valley),Wine Enthusiast,,Firesteed,Red,2005,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$15,85,Mercer 2007 Pinot Gris (Columbia Valley (WA)),Wine Enthusiast,,Mercer,White,2007,Columbia Valley (WA),Columbia Valley,Washington,US,Pinot Gris
$55,92,Scott Paul 2006 Audrey Pinot Noir (Dundee Hills),Wine Enthusiast,Audrey,Scott Paul,Red,2006,Dundee Hills,Willamette Valley,Oregon,US,Pinot Noir
$85,92,Maysara 2005 Mitra Pinot Noir (McMinnville),Wine Enthusiast,Mitra,Maysara,Red,2005,McMinnville,Willamette Valley,Oregon,US,Pinot Noir
$16,91,Spindrift Cellars 2007 Pinot Blanc (Willamette Valley),Wine Enthusiast,,Spindrift Cellars,White,2007,Willamette Valley,Willamette Valley,Oregon,US,Pinot Blanc
$14,90,Spindrift Cellars 2007 Pinot Gris (Willamette Valley),Wine Enthusiast,,Spindrift Cellars,White,2007,Willamette Valley,Willamette Valley,Oregon,US,Pinot Gris
$19,89,Elk Cove 2007 Pinot Blanc (Willamette Valley),Wine Enthusiast,,Elk Cove,White,2007,Willamette Valley,Willamette Valley,Oregon,US,Pinot Blanc
$17,89,Maysara 2007 Pinot Blanc (McMinnville),Wine Enthusiast,,Maysara,White,2007,McMinnville,Willamette Valley,Oregon,US,Pinot Blanc
$18,88,Cathedral Ridge 2007 Riesling (Columbia Valley (OR)),Wine Enthusiast,,Cathedral Ridge,White,2007,Columbia Valley (OR),Oregon Other,Oregon,US,Riesling
$55,87,K Vintners 2005 En Chamberlin Vineyard El Jefe Red Red (Walla Walla Valley (WA)),Wine Enthusiast,En Chamberlin Vineyard El Jefe Red,K Vintners,Red,2005,Walla Walla Valley (WA),Columbia Valley,Washington,US,Red Blends
$28,87,Rex Hill 2006 Pinot Noir (Willamette Valley),Wine Enthusiast,,Rex Hill,Red,2006,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$20,86,A to Z 2005 Night & Day Red Wine Red (Oregon),Wine Enthusiast,Night & Day Red Wine,A to Z,Red,2005,,Oregon Other,Oregon,US,Red Blends
$20,86,Domaine Meriwether NV Discovery Cuvée Sparkling Wine Sparkling (Oregon),Wine Enthusiast,Discovery Cuvée Sparkling Wine,Domaine Meriwether,Sparkling,,,Oregon Other,Oregon,US,Sparkling Blend
$40,86,Left Coast Cellars 2005 Suzanne's Estate Reserve Pinot Noir (Willamette Valley),Wine Enthusiast,Suzanne's Estate Reserve,Left Coast Cellars,Red,2005,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$26,85,Cathedral Ridge 2006 Pinot Noir (Columbia Valley (OR)),Wine Enthusiast,,Cathedral Ridge,Red,2006,Columbia Valley (OR),Oregon Other,Oregon,US,Pinot Noir
$20,83,Kathken 2006 The Remedy Red Wine Red (Oregon),Wine Enthusiast,The Remedy Red Wine,Kathken,Red,2006,,Oregon Other,Oregon,US,Red Blends
$18,89,Phelps Creek 2007 Unoaked Chardonnay (Columbia Gorge (OR)),Wine Enthusiast,Unoaked,Phelps Creek,White,2007,Columbia Gorge (OR),Oregon Other,Oregon,US,Chardonnay
$18,89,Viento 2007 Underwood Mountain Vineyard Grüner Veltliner (Columbia Gorge (OR)),Wine Enthusiast,Underwood Mountain Vineyard,Viento,White,2007,Columbia Gorge (OR),Oregon Other,Oregon,US,Grüner Veltliner
$30,88,Erath 2006 Estate Selection Pinot Noir (Dundee Hills),Wine Enthusiast,Estate Selection,Erath,Red,2006,Dundee Hills,Willamette Valley,Oregon,US,Pinot Noir
$10,86,Rock Point NV White Wine White (Oregon),Wine Enthusiast,White Wine,Rock Point,White,,,Oregon Other,Oregon,US,White Blend
$16,86,Del Rio 2007 Pinot Gris (Rogue Valley),Wine Enthusiast,,Del Rio,White,2007,Rogue Valley,Southern Oregon,Oregon,US,Pinot Gris
$50,85,Loring Wine Company 2006 Shea Vineyard Pinot Noir (Willamette Valley),Wine Enthusiast,Shea Vineyard,Loring Wine Company,Red,2006,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$10,84,Rock Point NV River Rock Red Wine Red (Oregon),Wine Enthusiast,River Rock Red Wine,Rock Point,Red,,,Oregon Other,Oregon,US,Red Blends
$19,91,Elk Cove 2007 Pinot Gris (Willamette Valley),Wine Enthusiast,,Elk Cove,White,2007,Willamette Valley,Willamette Valley,Oregon,US,Pinot Gris
$30,90,Domaine Coteau 2006 Pinot Noir (Eola-Amity Hills),Wine Enthusiast,,Domaine Coteau,Red,2006,Eola-Amity Hills,Willamette Valley,Oregon,US,Pinot Noir
$45,90,Willamette Valley Vineyards 2006 Tualatin Estate Vineyard Pinot Noir (Willamette Valley),Wine Enthusiast,Tualatin Estate Vineyard,Willamette Valley Vineyards,Red,2006,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$48,89,Pali 2006 Momtazi Vineyard Pinot Noir (Willamette Valley),Wine Enthusiast,Momtazi Vineyard,Pali,Red,2006,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$52,89,Torii Mor 2006 Dundee Hills Select Pinot Noir (Dundee Hills),Wine Enthusiast,Dundee Hills Select,Torii Mor,Red,2006,Dundee Hills,Willamette Valley,Oregon,US,Pinot Noir
$25,89,Soléna 2005 Grande Cuvée Pinot Noir (Willamette Valley),Wine Enthusiast,Grande Cuvée,Soléna,Red,2005,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
